GC,protein,Organism,MutS,Tudor,PWWP,tudor_tblastn,tudor_neighbor,PWWP_tblastn,PWWP_neighbor,Tudor_domain,Tudor_interpro,PWWP_domain,PWWP_interpro
GCA_027579295.1,KAJ2840793.1,Coemansia sp. 'formosensis',TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027579215.1,KAJ2759104.1,Coemansia sp. BCRC 34490,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_900618415.1,VDP11565.1,Soboliphyme baturini,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_900618415.1,VDP36191.1,Soboliphyme baturini,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_905359515.1,CAG2053472.1,Timema podura,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_905359515.1,CAG2069356.1,Timema podura,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_030267505.1,GMI54541.1,Tetraparma gracilis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_030267505.1,GMI30193.1,Tetraparma gracilis,TRUE,;interpro;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,TRUE,FALSE,FALSE
GCA_027575745.1,KAJ1860041.1,Coemansia sp. RSA 2703,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027575745.1,KAJ1842735.1,Coemansia sp. RSA 2703,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_013358455.1,KAF5181247.1,Thalictrum thalictroides,TRUE,;domain_blast;interpro;dist_tblastn dist: 15350;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,15350,Inf,Inf,Inf,TRUE,TRUE,FALSE,FALSE
GCA_027578035.1,KAJ2387087.1,Coemansia sp. RSA 2603,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027578035.1,KAJ2374737.1,Coemansia sp. RSA 2603,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000512085.1,ETO07665.1,Reticulomyxa filosa,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000512085.1,ETO15829.1,Reticulomyxa filosa,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_000512085.1,ETN97557.1,Reticulomyxa filosa,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_013400675.1,NXR98603.1,Oxylabes madagascariensis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 12104;neighbor protein dist: Inf,Inf,Inf,12104,Inf,FALSE,FALSE,TRUE,TRUE
GCA_027577655.1,KAJ2246498.1,Coemansia sp. RSA 454,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027575305.1,KAJ1847374.1,Coemansia sp. RSA 2708,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027575305.1,KAJ1848687.1,Coemansia sp. RSA 2708,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027575335.1,KAJ1826562.1,Coemansia sp. RSA 2599,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027577995.1,KAJ2331432.1,Coemansia sp. RSA 2671,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027579275.1,KAJ2776601.1,Coemansia linderi,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027577395.1,KAJ2151879.1,Coemansia sp. RSA 560,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027577075.1,KAJ2010276.1,Coemansia sp. S85,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027577075.1,KAJ2010718.1,Coemansia sp. S85,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_030267625.1,GMH60947.1,Triparma retinervis,TRUE,;domain_blast;dist_tblastn dist: 4340;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,4340,Inf,Inf,Inf,TRUE,FALSE,FALSE,FALSE
GCA_027577315.1,KAJ2111281.1,Coemansia sp. RSA 921,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027577975.1,KAJ2336890.1,Coemansia sp. RSA 2681,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027575355.1,KAJ1821781.1,Coemansia sp. RSA 2598,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027577555.1,KAJ2165379.1,Coemansia sp. RSA 551,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027577555.1,KAJ2171031.1,Coemansia sp. RSA 551,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027577635.1,KAJ2246973.1,Coemansia sp. RSA 475,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_003086735.1,PVU87242.1,Smittium simulii,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_910592285.1,CAG8617346.1,Racocetra persica,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_910592285.1,CAG8837810.1,Racocetra persica,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027578135.1,KAJ2428452.1,Coemansia sp. RSA 2524,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027578455.1,KAJ2484473.1,Coemansia sp. RSA 2052,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027577795.1,KAJ2186377.1,Coemansia sp. RSA 530,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027577795.1,KAJ2192694.1,Coemansia sp. RSA 530,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_002157105.1,OUM61435.1,Piromyces sp. E2,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027577475.1,KAJ2134613.1,Coemansia sp. RSA 788,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027577475.1,KAJ2115420.1,Coemansia sp. RSA 788,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027578435.1,KAJ2530207.1,Coemansia sp. RSA 1937,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027578175.1,KAJ2411985.1,Coemansia sp. RSA 2531,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_026955015.1,KAJ1535025.1,Nowakowskiella sp. JEL0078,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_026955015.1,KAJ1524688.1,Nowakowskiella sp. JEL0078,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_026955015.1,KAJ1536995.1,Nowakowskiella sp. JEL0078,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027578655.1,KAJ2641314.1,Coemansia sp. RSA 1694,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027575855.1,KAJ1941014.1,Linderina macrospora,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027575855.1,KAJ1950254.1,Linderina macrospora,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_003086715.1,PVV05079.1,Smittium megazygosporum,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027596175.1,KAJ3063792.1,Rhizoclosmatium hyalinum,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027596175.1,KAJ3046943.1,Rhizoclosmatium hyalinum,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_902206195.3,VVB06963.1,Arabis nemorensis,TRUE,;domain_blast;interpro;dist_tblastn dist: 6334;neighbor protein dist: 867772,;dist_tblastn dist: 15082731;neighbor protein dist: 15079837,6334,867772,15082731,15079837,TRUE,TRUE,FALSE,FALSE
GCA_902206195.3,VVB06754.1,Arabis nemorensis,TRUE,;domain_blast;interpro;dist_tblastn dist: 6744;neighbor protein dist: 867772,;dist_tblastn dist: 15950503;neighbor protein dist: 15947609,6744,867772,15950503,15947609,TRUE,TRUE,FALSE,FALSE
GCA_900618025.1,VDO45733.1,Brugia timori,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_900618025.1,VDO09396.1,Brugia timori,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027578735.1,KAJ2649247.1,Coemansia sp. RSA 1287,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027578595.1,KAJ2558637.1,Coemansia sp. RSA 1836,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_900617795.1,VEL24721.1,Protopolystoma xenopodis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_900617795.1,VEL06919.1,Protopolystoma xenopodis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_900617795.1,VEL30231.1,Protopolystoma xenopodis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_027478835.1,KAJ1671210.1,Coemansia sp. RSA 25,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_002135145.1,OTF82360.1,Euroglyphus maynei,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_003490085.1,MCH88886.1,Trifolium medium,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_900002335.2,VTZ69044.1,Plasmodium chabaudi chabaudi,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_007993695.1,QEU59565.1,Kluyveromyces lactis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 1428796;neighbor protein dist: Inf,Inf,Inf,1428796,Inf,FALSE,FALSE,FALSE,FALSE
GCA_029203305.1,WEJ92664.1,Yamadazyma tenuis,TRUE,;dist_tblastn dist: 373839;neighbor protein dist: Inf,;dist_tblastn dist: 684731;neighbor protein dist: 1730172,373839,Inf,684731,1730172,FALSE,FALSE,FALSE,FALSE
GCA_903819175.2,CAD6610508.1,Saccharomyces cerevisiae,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_903819145.2,CAD6610620.1,Saccharomyces cerevisiae,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_903819135.2,CAD6467816.1,Saccharomyces cerevisiae,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_903819125.2,CAD6609972.1,Saccharomyces cerevisiae,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 314891;neighbor protein dist: Inf,Inf,Inf,314891,Inf,FALSE,FALSE,FALSE,FALSE
GCA_903819205.2,CAD6610417.1,Saccharomyces cerevisiae,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_903819155.2,CAD6610848.1,Saccharomyces cerevisiae,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_903819195.2,CAD6609871.1,Saccharomyces cerevisiae,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_903819195.2,CAD6609199.1,Saccharomyces cerevisiae,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_022832995.1,UOH83939.1,Cryptococcus neoformans,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 671382;neighbor protein dist: Inf,Inf,Inf,671382,Inf,FALSE,FALSE,FALSE,FALSE
GCA_004346965.1,QBZ62541.1,Pyricularia oryzae,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_020450195.1,UCS20683.1,Nakaseomyces glabratus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 613450;neighbor protein dist: Inf,Inf,Inf,613450,Inf,FALSE,FALSE,FALSE,FALSE
GCA_020450235.1,UCS31144.1,Nakaseomyces glabratus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 613451;neighbor protein dist: Inf,Inf,Inf,613451,Inf,FALSE,FALSE,FALSE,FALSE
GCA_020450265.1,UCS36373.1,Nakaseomyces glabratus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 613450;neighbor protein dist: Inf,Inf,Inf,613450,Inf,FALSE,FALSE,FALSE,FALSE
GCA_020450215.1,UCS25914.1,Nakaseomyces glabratus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 613449;neighbor protein dist: Inf,Inf,Inf,613449,Inf,FALSE,FALSE,FALSE,FALSE
GCA_014217725.1,QNG14050.1,Nakaseomyces glabratus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 613880;neighbor protein dist: Inf,Inf,Inf,613880,Inf,FALSE,FALSE,FALSE,FALSE
GCA_900073075.1,CZS73450.1,Fusarium graminearum,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 3855886;neighbor protein dist: Inf,Inf,Inf,3855886,Inf,FALSE,FALSE,FALSE,FALSE
GCA_022201065.1,KAH9786713.1,Citrus sinensis,TRUE,;domain_blast;interpro;dist_tblastn dist: 8484;neighbor protein dist: 0,;dist_tblastn dist: 1609063;neighbor protein dist: 6839267,8484,0,1609063,6839267,TRUE,TRUE,FALSE,FALSE
GCA_022201065.1,KAH9786715.1,Citrus sinensis,TRUE,;domain_blast;interpro;dist_tblastn dist: 8484;neighbor protein dist: 0,;dist_tblastn dist: 1609063;neighbor protein dist: 6839267,8484,0,1609063,6839267,TRUE,TRUE,FALSE,FALSE
GCA_022201065.1,KAH9786714.1,Citrus sinensis,TRUE,;domain_blast;interpro;dist_tblastn dist: 8484;neighbor protein dist: 0,;dist_tblastn dist: 1609063;neighbor protein dist: 6839267,8484,0,1609063,6839267,TRUE,TRUE,FALSE,FALSE
GCA_022201065.1,KAH9786716.1,Citrus sinensis,TRUE,;domain_blast;interpro;dist_tblastn dist: 8484;neighbor protein dist: 0,;dist_tblastn dist: 1609063;neighbor protein dist: 6839267,8484,0,1609063,6839267,TRUE,TRUE,FALSE,FALSE
GCA_022201065.1,KAH9786718.1,Citrus sinensis,TRUE,;domain_blast;interpro;dist_tblastn dist: 8484;neighbor protein dist: 0,;dist_tblastn dist: 1609063;neighbor protein dist: 6839267,8484,0,1609063,6839267,TRUE,TRUE,FALSE,FALSE
GCA_022201065.1,KAH9786717.1,Citrus sinensis,TRUE,;domain_blast;interpro;dist_tblastn dist: 8484;neighbor protein dist: 0,;dist_tblastn dist: 1609063;neighbor protein dist: 6839267,8484,0,1609063,6839267,TRUE,TRUE,FALSE,FALSE
GCA_022201065.1,KAH9786720.1,Citrus sinensis,TRUE,;domain_blast;interpro;dist_tblastn dist: 8484;neighbor protein dist: 0,;dist_tblastn dist: 1609063;neighbor protein dist: 6839267,8484,0,1609063,6839267,TRUE,TRUE,FALSE,FALSE
GCA_022201065.1,KAH9786719.1,Citrus sinensis,TRUE,;domain_blast;interpro;dist_tblastn dist: 8484;neighbor protein dist: 0,;dist_tblastn dist: 1609063;neighbor protein dist: 6839267,8484,0,1609063,6839267,TRUE,TRUE,FALSE,FALSE
GCA_022201065.1,KAH9786721.1,Citrus sinensis,TRUE,;domain_blast;interpro;dist_tblastn dist: 8484;neighbor protein dist: 0,;dist_tblastn dist: 1609063;neighbor protein dist: 6839267,8484,0,1609063,6839267,TRUE,TRUE,FALSE,FALSE
GCA_014784225.2,UDD58559.1,Aspergillus flavus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 67052;neighbor protein dist: Inf,Inf,Inf,67052,Inf,FALSE,FALSE,FALSE,FALSE
GCA_009017415.1,QRD85849.1,Aspergillus flavus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 63214;neighbor protein dist: Inf,Inf,Inf,63214,Inf,FALSE,FALSE,FALSE,FALSE
GCA_016809505.1,QRG38633.1,[Candida] auris,TRUE,;dist_tblastn dist: 598594;neighbor protein dist: Inf,;dist_tblastn dist: 1314994;neighbor protein dist: Inf,598594,Inf,1314994,Inf,FALSE,FALSE,FALSE,FALSE
GCA_008275145.1,QEL60984.1,[Candida] auris,TRUE,;dist_tblastn dist: 596672;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,596672,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_019332045.1,QWW24359.1,[Candida] auris,TRUE,;dist_tblastn dist: 594295;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,594295,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCA_014490615.1,QNP99662.1,Yarrowia lipolytica,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 1218285;neighbor protein dist: Inf,Inf,Inf,1218285,Inf,FALSE,FALSE,FALSE,FALSE
GCA_001761485.1,AOW07743.1,Yarrowia lipolytica,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 1463067;neighbor protein dist: Inf,Inf,Inf,1463067,Inf,FALSE,FALSE,FALSE,FALSE
GCA_001854445.2,QGN15299.1,Kluyveromyces marxianus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 361004;neighbor protein dist: Inf,Inf,Inf,361004,Inf,FALSE,FALSE,FALSE,FALSE
GCA_001417835.1,BAP71075.1,Kluyveromyces marxianus,TRUE,;dist_tblastn dist: 177616;neighbor protein dist: Inf,;dist_tblastn dist: 355824;neighbor protein dist: Inf,177616,Inf,355824,Inf,FALSE,FALSE,FALSE,FALSE
GCA_003719575.1,AYU83550.1,Leishmania donovani,TRUE,;dist_tblastn dist: 703581;neighbor protein dist: Inf,;dist_tblastn dist: 409886;neighbor protein dist: Inf,703581,Inf,409886,Inf,FALSE,FALSE,FALSE,FALSE
GCA_900635355.2,CAC5434775.1,Leishmania donovani,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 443689;neighbor protein dist: Inf,Inf,Inf,443689,Inf,FALSE,FALSE,FALSE,FALSE
GCA_916722125.1,CAG9583719.1,Leishmania major strain Friedlin,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 420361;neighbor protein dist: Inf,Inf,Inf,420361,Inf,FALSE,FALSE,FALSE,FALSE
GCA_900235035.2,CAH2448809.1,Komagataella phaffii CBS 7435,TRUE,;dist_tblastn dist: 272882;neighbor protein dist: Inf,;dist_tblastn dist: 424878;neighbor protein dist: Inf,272882,Inf,424878,Inf,FALSE,FALSE,FALSE,FALSE
