qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,GC,name
KAG7645236.1,ANM59181.1,99.815,1083,2,0,1,1083,1,1083,0,2259,GCA_019202795.1,trithorax-like protein 2 [Arabidopsis thaliana]
KAG7646474.1,AEE29387.1,100,990,0,0,1,990,1,990,0,1988,GCA_019202795.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAG7652322.1,ANM59348.1,90.591,744,60,5,120,861,33,768,0,1260,GCA_019202795.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAG7652622.1,ANM59348.1,97.048,847,3,5,1,846,1,826,0,1628,GCA_019202795.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAF7803880.1,AED95553.1,60.478,1422,530,13,1,1406,30,1435,0,1716,GCA_014851425.1,binding protein [Arabidopsis thaliana]
KAF7804137.1,AED91842.1,54.444,360,121,7,1,332,50,394,3.58e-124,363,GCA_014851425.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF7804917.1,AEE82119.1,61.93,1337,438,15,1,1283,1,1320,0,1551,GCA_014851425.1,MUTS homolog 6 [Arabidopsis thaliana]
KAF7814490.1,ANM59348.1,30.204,245,97,5,44,220,16,254,3.03e-26,110,GCA_014851425.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAF7818144.1,AEE82119.1,60.712,1349,438,17,1,1284,1,1322,0,1547,GCA_014851425.1,MUTS homolog 6 [Arabidopsis thaliana]
KAF7830216.1,AEE86090.1,41.529,1700,771,53,1,1648,1,1529,0,1045,GCA_014851425.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAF7830221.1,AEE86090.1,40.874,1693,807,45,1,1663,1,1529,0,1042,GCA_014851425.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAF7831738.1,AEE74631.1,64,75,26,1,1,75,706,779,2.22e-25,97.4,GCA_014851425.1,PHD finger family protein [Arabidopsis thaliana]
KAF7836055.1,ANM65283.1,54.5,600,197,12,1,592,59,590,0,602,GCA_014851425.1,RING/FYVE/PHD-type zinc finger family protein [Arabidopsis thaliana]
KAF7837087.1,ANM59181.1,57.169,1102,433,14,1,1088,4,1080,0,1206,GCA_014851425.1,trithorax-like protein 2 [Arabidopsis thaliana]
KAF7837127.1,AED91842.1,68.407,364,97,8,1,362,50,397,3.21e-165,468,GCA_014851425.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF7843194.1,ANM59347.1,41.53,366,180,7,150,511,39,374,3.69e-78,273,GCA_014851425.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAJ4704110.1,AED95551.1,57.337,1690,625,16,1,1682,1,1602,0,1879,GCA_028052125.1,binding protein [Arabidopsis thaliana]
KAJ4704111.1,AED95551.1,57.662,1677,627,14,1,1669,1,1602,0,1883,GCA_028052125.1,binding protein [Arabidopsis thaliana]
KAJ4704795.1,AEE79740.1,66.038,106,32,1,10,115,11,112,3.67e-41,139,GCA_028052125.1,Disease resistance-responsive (dirigent-like protein) family protein [Arabidopsis thaliana]
KAJ4704796.1,AEE79740.1,66.038,106,32,1,10,115,11,112,3.67e-41,139,GCA_028052125.1,Disease resistance-responsive (dirigent-like protein) family protein [Arabidopsis thaliana]
KAJ4705581.1,AED91842.1,56.068,412,130,12,1,379,1,394,3.32e-147,423,GCA_028052125.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAJ4707792.1,AEE85972.1,45.967,781,366,16,1,769,1,737,0,552,GCA_028052125.1,transcriptional regulator [Arabidopsis thaliana]
KAJ4707992.1,AEE86090.1,52,725,286,15,1060,1778,864,1532,0,663,GCA_028052125.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAJ4711607.1,AEE74631.1,59.044,879,249,22,1,868,1,779,0,931,GCA_028052125.1,PHD finger family protein [Arabidopsis thaliana]
KAJ4711697.1,AED91842.1,59.059,425,140,10,1,422,1,394,4.12e-162,462,GCA_028052125.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAJ4718625.1,ANM59347.1,45.316,395,186,6,9,401,9,375,3.81e-97,324,GCA_028052125.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAJ4718626.1,ANM59347.1,45.316,395,186,6,9,401,9,375,2.7e-97,324,GCA_028052125.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAJ4718627.1,ANM59347.1,45.316,395,186,6,9,401,9,375,2.66e-97,324,GCA_028052125.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAJ4718628.1,ANM59347.1,45.316,395,186,6,9,401,9,375,4.23e-97,323,GCA_028052125.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAJ4718629.1,ANM59347.1,45.316,395,186,6,9,401,9,375,2.66e-97,324,GCA_028052125.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAJ4723038.1,ANM59181.1,64.644,1038,341,10,3,1030,59,1080,0,1330,GCA_028052125.1,trithorax-like protein 2 [Arabidopsis thaliana]
KAJ4724149.1,AED91842.1,67.99,403,112,7,1,395,1,394,0,530,GCA_028052125.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAJ4724287.1,AEE29387.1,33.673,98,49,1,7,88,570,667,4.61e-10,60.1,GCA_028052125.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAJ4727792.1,AEE82119.1,64.147,1336,405,13,1,1277,1,1321,0,1657,GCA_028052125.1,MUTS homolog 6 [Arabidopsis thaliana]
KAJ4727793.1,AEE82119.1,64.147,1336,405,13,1,1277,1,1321,0,1657,GCA_028052125.1,MUTS homolog 6 [Arabidopsis thaliana]
KAJ4727794.1,AEE82119.1,64.099,1337,405,14,1,1278,1,1321,0,1653,GCA_028052125.1,MUTS homolog 6 [Arabidopsis thaliana]
KAF8387740.1,AEE82119.1,63.27,1364,398,18,1,1304,1,1321,0,1628,GCA_015143295.1,MUTS homolog 6 [Arabidopsis thaliana]
KAF8393321.1,AEE86090.1,37.89,1763,817,43,1,1722,1,1526,0,959,GCA_015143295.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAF8395905.1,AED91842.1,63.571,420,121,9,83,501,6,394,9.86e-173,495,GCA_015143295.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF8396147.1,AEE74631.1,38.889,630,326,17,1,597,1,604,1.17e-106,347,GCA_015143295.1,PHD finger family protein [Arabidopsis thaliana]
KAF8398493.1,ANM70675.1,62.579,318,83,7,56,373,1,282,2.57e-126,370,GCA_015143295.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF8400534.1,AEE85973.1,40,800,399,16,1,784,1,735,1.93e-145,453,GCA_015143295.1,transcriptional regulator [Arabidopsis thaliana]
KAF8400757.1,AEE86090.1,38.64,1721,823,51,1,1684,1,1525,0,928,GCA_015143295.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAF8403799.1,AEE74631.1,50.568,880,298,21,1,844,1,779,0,782,GCA_015143295.1,PHD finger family protein [Arabidopsis thaliana]
KAF8403804.1,AEE86091.1,34.066,91,50,1,177,257,323,413,7.29e-12,70.1,GCA_015143295.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAF8403894.1,ANM70675.1,66.782,289,72,6,12,300,8,272,5.74e-127,363,GCA_015143295.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF8405771.1,AEE86890.1,31.905,210,120,5,54,240,29,238,1.2e-20,98.6,GCA_015143295.1,FAR1-related sequence 5 [Arabidopsis thaliana]
KAF8407015.1,AEE86091.1,36.302,1774,833,46,1,1724,1,1527,0,889,GCA_015143295.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAF3324197.1,AEE82119.1,55.388,1327,490,20,2,1258,4,1298,0,1382,GCA_011114355.1,MUTS homolog 6 [Arabidopsis thaliana]
KAF3324460.1,AEE86091.1,36.478,159,99,1,148,304,321,479,1.84e-28,120,GCA_011114355.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAF3325912.1,AED91842.1,53.846,455,150,13,1,455,1,395,3.74e-144,418,GCA_011114355.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF3326010.1,ANM59181.1,55.616,926,366,12,109,1014,177,1077,0,1033,GCA_011114355.1,trithorax-like protein 2 [Arabidopsis thaliana]
KAF3326962.1,AEE86090.1,32.53,249,137,7,26,243,247,495,4.8e-26,108,GCA_011114355.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAF3330171.1,AEE74631.1,58.114,456,142,9,1,443,1,420,0,541,GCA_011114355.1,PHD finger family protein [Arabidopsis thaliana]
KAF3331130.1,AEC10420.1,42.638,326,144,13,6,297,86,402,1.15e-61,202,GCA_011114355.1,Emsy N Terminus (ENT) domain-containing protein [Arabidopsis thaliana]
KAF3331409.1,AED95552.1,45.943,1602,721,26,3,1467,6,1599,0,1334,GCA_011114355.1,binding protein [Arabidopsis thaliana]
KAF3331980.1,AEE35997.2,36.618,1360,767,28,2,1309,6,1322,0,762,GCA_011114355.1,ARM repeat superfamily protein [Arabidopsis thaliana]
KAF3336594.1,AEE86091.1,40.613,522,247,14,713,1180,1012,1524,1.06e-92,327,GCA_011114355.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAF3338567.1,AEE85973.1,56.391,266,112,2,16,278,4,268,1.13e-92,309,GCA_011114355.1,transcriptional regulator [Arabidopsis thaliana]
KAF7120079.1,AED95553.1,58.477,1563,553,16,1,1554,1,1476,0,1730,GCA_014282245.1,binding protein [Arabidopsis thaliana]
KAF7131651.1,AEC10383.1,64.921,382,108,7,1,376,1,362,3.45e-157,446,GCA_014282245.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
KAF7134654.1,AEE85973.1,51.587,252,121,1,4,255,2,252,5.24e-79,261,GCA_014282245.1,transcriptional regulator [Arabidopsis thaliana]
KAF7135843.1,AEE85973.1,51.587,252,121,1,4,255,2,252,3.17e-79,261,GCA_014282245.1,transcriptional regulator [Arabidopsis thaliana]
KAF7138781.1,AED91842.1,62.118,425,129,10,1,423,1,395,1.8e-158,476,GCA_014282245.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF7139177.1,AEE85973.1,37.805,738,333,19,4,716,8,644,7.81e-105,348,GCA_014282245.1,transcriptional regulator [Arabidopsis thaliana]
KAF7139633.1,AEE86091.1,38.181,1451,683,41,26,1433,1,1280,0,829,GCA_014282245.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAF7148125.1,AED91842.1,52.871,418,142,14,1,387,1,394,1.89e-126,371,GCA_014282245.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF7149271.1,ANM59348.1,44.231,52,29,0,228,279,558,609,5.09e-08,55.8,GCA_014282245.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAF7150958.1,AEE85972.1,54.098,305,97,3,8,312,7,268,8.48e-96,324,GCA_014282245.1,transcriptional regulator [Arabidopsis thaliana]
KAF7152034.1,AED91842.1,57.74,407,143,10,27,421,8,397,4.81e-141,421,GCA_014282245.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF7152414.1,AED91842.1,57.482,421,144,9,140,557,8,396,1.94e-147,432,GCA_014282245.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF7153315.1,AEE74631.1,50.963,883,320,17,1,874,1,779,0,815,GCA_014282245.1,PHD finger family protein [Arabidopsis thaliana]
KAF7154553.1,AEE82119.1,60.983,1384,423,17,3,1335,4,1321,0,1587,GCA_014282245.1,MUTS homolog 6 [Arabidopsis thaliana]
TKY49527.1,AED91842.1,55.083,423,158,10,1,420,1,394,1.68e-142,412,GCA_004329165.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TKY50555.1,AED91842.1,59.206,277,93,7,5,276,135,396,3.86e-103,306,GCA_004329165.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TKY53269.1,AED91842.1,55.639,399,133,7,4,372,10,394,4.12e-145,417,GCA_004329165.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TKY53908.1,AED95553.1,56.852,1671,633,22,1,1651,1,1603,0,1766,GCA_004329165.1,binding protein [Arabidopsis thaliana]
TKY58087.1,AEE85973.1,43.33,937,443,25,9,927,6,872,0,546,GCA_004329165.1,transcriptional regulator [Arabidopsis thaliana]
TKY58190.1,AEE86091.1,38.514,1319,636,36,1,1273,1,1190,0,759,GCA_004329165.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
TKY61722.1,AEE82119.1,62.227,1284,422,10,1,1229,1,1276,0,1561,GCA_004329165.1,MUTS homolog 6 [Arabidopsis thaliana]
TKY64952.1,ANM59181.1,59.436,1028,358,15,33,1024,76,1080,0,1192,GCA_004329165.1,trithorax-like protein 2 [Arabidopsis thaliana]
TKY67982.1,AEE74631.1,50.808,866,318,21,1,845,1,779,0,794,GCA_004329165.1,PHD finger family protein [Arabidopsis thaliana]
TKY68196.1,AED91842.1,58.057,422,148,10,1,420,1,395,2.77e-152,437,GCA_004329165.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TKY72277.1,AED95551.1,54.508,1686,642,24,1,1646,1,1601,0,1716,GCA_004329165.1,binding protein [Arabidopsis thaliana]
TKY74667.1,AEE86090.1,41.484,1685,793,46,1,1648,1,1529,0,1047,GCA_004329165.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
TKY74791.1,AEE85972.1,43.16,943,451,26,1,928,1,873,4.6e-176,533,GCA_004329165.1,transcriptional regulator [Arabidopsis thaliana]
KAA3455613.1,AED95553.1,46.11,1221,481,21,397,1592,539,1607,0,955,GCA_005393395.2,binding protein [Arabidopsis thaliana]
KAA3458121.1,AEE86090.1,43.746,1703,753,48,1,1669,1,1532,0,1140,GCA_005393395.2,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAA3458880.1,AEE82119.1,62.539,1292,387,16,1,1207,1,1280,0,1493,GCA_005393395.2,MUTS homolog 6 [Arabidopsis thaliana]
KAA3464066.1,AED91842.1,55.854,410,134,10,1,378,1,395,2.18e-143,417,GCA_005393395.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAA3469520.1,AEE74631.1,55.932,885,269,17,1,871,1,778,0,926,GCA_005393395.2,PHD finger family protein [Arabidopsis thaliana]
KAA3471507.1,AEE74631.1,42.478,904,338,29,1,848,1,778,0,563,GCA_005393395.2,PHD finger family protein [Arabidopsis thaliana]
KAA3471508.1,AEE74631.1,47.321,896,306,28,1,848,1,778,0,682,GCA_005393395.2,PHD finger family protein [Arabidopsis thaliana]
KAA3471653.1,AED91842.1,69.856,418,102,10,9,424,1,396,0,553,GCA_005393395.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAA3477698.1,AEE85973.1,41.968,996,425,23,6,972,1,872,0,552,GCA_005393395.2,transcriptional regulator [Arabidopsis thaliana]
KAA3477699.1,AEE85973.1,41.968,996,425,23,1,967,1,872,0,552,GCA_005393395.2,transcriptional regulator [Arabidopsis thaliana]
KAA3477700.1,AEE85973.1,41.968,996,425,23,1,967,1,872,0,552,GCA_005393395.2,transcriptional regulator [Arabidopsis thaliana]
KAA3478562.1,AED95551.1,57.32,1612,606,14,1,1558,1,1584,0,1770,GCA_005393395.2,binding protein [Arabidopsis thaliana]
KAA3480226.1,ANM59181.1,61.86,1075,346,15,12,1042,27,1081,0,1268,GCA_005393395.2,trithorax-like protein 2 [Arabidopsis thaliana]
KAA3480227.1,ANM59181.1,61.891,1068,343,15,12,1035,27,1074,0,1260,GCA_005393395.2,trithorax-like protein 2 [Arabidopsis thaliana]
KAA3485911.1,AED91842.1,60.251,239,59,6,22,259,192,395,9.06e-91,275,GCA_005393395.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAA3486032.1,AEE86090.1,41.097,1696,806,37,1,1672,1,1527,0,1067,GCA_005393395.2,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAA3489878.1,AEE85972.1,41.908,933,470,20,1,921,1,873,2e-172,523,GCA_005393395.2,transcriptional regulator [Arabidopsis thaliana]
KAA3489879.1,AEE85972.1,41.208,944,468,19,1,928,1,873,3.44e-174,528,GCA_005393395.2,transcriptional regulator [Arabidopsis thaliana]
KAA3490379.1,AED91842.1,68.613,411,110,8,25,433,1,394,0,538,GCA_005393395.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAH7834351.1,ANM59181.1,73.494,498,114,4,480,974,590,1072,0,781,GCA_020921065.1,trithorax-like protein 2 [Arabidopsis thaliana]
KAH7838858.1,AED95551.1,55.969,1667,657,15,8,1669,6,1600,0,1741,GCA_020921065.1,binding protein [Arabidopsis thaliana]
KAH7839379.1,ANM70675.1,54.098,61,28,0,94,154,220,280,1.75e-18,80.1,GCA_020921065.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAH7841413.1,AEE85973.1,39.458,849,371,23,90,920,5,728,1.4e-139,443,GCA_020921065.1,transcriptional regulator [Arabidopsis thaliana]
KAH7847622.1,AEE85973.1,42.364,753,373,22,4,719,8,736,2.2e-148,458,GCA_020921065.1,transcriptional regulator [Arabidopsis thaliana]
KAH7849088.1,AEE74631.1,53.022,877,308,18,1,871,1,779,0,835,GCA_020921065.1,PHD finger family protein [Arabidopsis thaliana]
KAH7855397.1,AED91842.1,55.366,410,149,10,42,433,1,394,8.95e-143,414,GCA_020921065.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAH7859491.1,AED91842.1,55.446,404,156,10,75,464,1,394,4.74e-132,388,GCA_020921065.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAH7862102.1,AEE35997.2,42.495,1459,719,27,9,1411,7,1401,0,1051,GCA_020921065.1,ARM repeat superfamily protein [Arabidopsis thaliana]
KAH7862176.1,AEE82119.1,61.922,1384,403,19,4,1330,5,1321,0,1605,GCA_020921065.1,MUTS homolog 6 [Arabidopsis thaliana]
KAH7864508.1,AED91842.1,60.849,424,134,10,1,422,1,394,1.17e-162,464,GCA_020921065.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAH7865683.1,AEE79740.1,55.652,115,45,2,2,115,3,112,7.08e-36,127,GCA_020921065.1,Disease resistance-responsive (dirigent-like protein) family protein [Arabidopsis thaliana]
KAH7866975.1,AEE85973.1,50,250,120,2,10,255,4,252,2.68e-75,259,GCA_020921065.1,transcriptional regulator [Arabidopsis thaliana]
KAI4302519.1,AEE74631.1,51.088,873,327,21,1,868,1,778,0,799,GCA_023653495.1,PHD finger family protein [Arabidopsis thaliana]
KAI4304842.1,AED91842.1,64.72,411,122,10,1,405,1,394,6.04e-178,501,GCA_023653495.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAI4311859.1,AED95553.1,49.017,1679,720,25,4,1628,3,1599,0,1480,GCA_023653495.1,binding protein [Arabidopsis thaliana]
KAI4326252.1,ANM59347.1,33.136,338,217,3,15,345,14,349,5.94e-53,192,GCA_023653495.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAI4330018.1,ANM59347.1,34.302,344,210,7,15,348,14,351,5.5e-51,187,GCA_023653495.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAI4340568.1,AED91842.1,64.234,411,123,10,1,404,1,394,4.46e-176,497,GCA_023653495.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAI4341662.1,AEE82119.1,57.164,1361,500,16,1,1319,1,1320,0,1464,GCA_023653495.1,MUTS homolog 6 [Arabidopsis thaliana]
KAI4341663.1,AEE82119.1,57.164,1361,497,17,1,1316,1,1320,0,1458,GCA_023653495.1,MUTS homolog 6 [Arabidopsis thaliana]
KAI4364004.1,AED91842.1,48.958,384,145,11,61,406,24,394,5.55e-100,304,GCA_023653495.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAI4365016.1,AED95553.1,51.22,1599,696,21,1,1523,1,1591,0,1509,GCA_023653495.1,binding protein [Arabidopsis thaliana]
KAI4365017.1,AED95553.1,51.157,1599,696,24,1,1522,1,1591,0,1509,GCA_023653495.1,binding protein [Arabidopsis thaliana]
KAI4369781.1,ANM59181.1,60.6,934,323,9,175,1088,172,1080,0,1158,GCA_023653495.1,trithorax-like protein 2 [Arabidopsis thaliana]
KAI4371182.1,ANM69813.1,33.172,621,325,20,2,580,930,1502,8.46e-70,246,GCA_023653495.1,binding protein [Arabidopsis thaliana]
KAI4371615.1,ANM69913.1,60.825,194,52,6,4,176,5,195,2.46e-65,215,GCA_023653495.1,"nuclear factor Y, subunit B6 [Arabidopsis thaliana]"
KAI4376198.1,AEE85972.1,57.708,253,106,1,1,253,1,252,2.86e-93,312,GCA_023653495.1,transcriptional regulator [Arabidopsis thaliana]
KAI4376199.1,AEE85973.1,57.708,253,106,1,1,253,1,252,2.7e-93,312,GCA_023653495.1,transcriptional regulator [Arabidopsis thaliana]
KAI4376200.1,AEE85972.1,53.36,253,91,2,1,227,1,252,3.78e-82,281,GCA_023653495.1,transcriptional regulator [Arabidopsis thaliana]
KAI4376861.1,AEE85973.1,57.308,260,100,4,1,259,1,250,2.06e-87,297,GCA_023653495.1,transcriptional regulator [Arabidopsis thaliana]
KAI4376939.1,AEE86090.1,46.494,656,302,18,948,1583,913,1539,4.65e-143,482,GCA_023653495.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAI4377612.1,AEE85973.1,40.95,779,367,23,1,729,1,736,1.16e-136,429,GCA_023653495.1,transcriptional regulator [Arabidopsis thaliana]
KAI4378467.1,AED91842.1,52.925,359,120,9,1,320,46,394,3.41e-112,332,GCA_023653495.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAI4379869.1,ANM59347.1,51.613,248,120,0,6,253,8,255,2.53e-74,254,GCA_023653495.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAI4380188.1,AEE85972.1,39.541,741,363,17,1,691,1,706,7.73e-138,432,GCA_023653495.1,transcriptional regulator [Arabidopsis thaliana]
KAI4380926.1,AEE86090.1,36.975,1666,881,54,1,1627,1,1536,0,797,GCA_023653495.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAI4380990.1,AEE85972.1,56.757,259,103,3,1,259,1,250,4.84e-87,296,GCA_023653495.1,transcriptional regulator [Arabidopsis thaliana]
KAI4381258.1,AED91842.1,67.476,412,114,10,3,412,1,394,0,513,GCA_023653495.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAI4386276.1,AED91842.1,65.291,412,123,10,1,410,1,394,4.64e-180,507,GCA_023653495.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAJ8526204.1,AED95552.1,52.948,1679,688,22,1,1656,1,1600,0,1659,GCA_029783415.1,binding protein [Arabidopsis thaliana]
KAJ8527527.1,AED91842.1,52.812,409,162,9,1,393,1,394,1.47e-124,366,GCA_029783415.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAJ8530816.1,ANM59181.1,61.134,970,333,10,449,1407,141,1077,0,1212,GCA_029783415.1,trithorax-like protein 2 [Arabidopsis thaliana]
KAJ8534717.1,AED91842.1,57.995,419,150,8,1,418,1,394,5.61e-160,457,GCA_029783415.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAJ8536205.1,AEE29387.1,46.275,255,127,3,73,317,2,256,5.83e-63,230,GCA_029783415.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAJ8538581.1,AED91842.1,56.867,415,158,7,1,415,1,394,8.11e-153,439,GCA_029783415.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAJ8539867.1,AEC10383.1,65.312,369,117,5,1,365,1,362,2.03e-156,444,GCA_029783415.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
KAJ8543087.1,AEE86090.1,38.567,1745,804,50,5,1701,1,1525,0,914,GCA_029783415.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAJ8547023.1,ANM59181.1,60.374,1017,349,13,447,1450,102,1077,0,1219,GCA_029783415.1,trithorax-like protein 2 [Arabidopsis thaliana]
KAJ8551790.1,AED95552.1,53.019,1673,684,21,1,1644,1,1600,0,1654,GCA_029783415.1,binding protein [Arabidopsis thaliana]
KAJ8553607.1,AEE85972.1,46,250,133,2,15,264,3,250,2.87e-62,229,GCA_029783415.1,transcriptional regulator [Arabidopsis thaliana]
KAJ8553609.1,AEE85972.1,52.033,246,116,2,9,253,7,251,1.36e-75,266,GCA_029783415.1,transcriptional regulator [Arabidopsis thaliana]
KAJ8555090.1,AED91842.1,57.279,419,153,8,1,418,1,394,4.13e-157,450,GCA_029783415.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAJ8555405.1,AEE86090.1,49.447,633,274,13,1071,1701,937,1525,1.85e-165,544,GCA_029783415.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAJ8557883.1,AEE85973.1,46.394,513,206,13,5,502,4,462,3.11e-118,384,GCA_029783415.1,transcriptional regulator [Arabidopsis thaliana]
KAJ8560020.1,AEE29387.1,55.072,69,31,0,26,94,567,635,3.9e-20,84,GCA_029783415.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAJ8560255.1,AEE85972.1,40.395,760,331,19,1,726,1,672,6.01e-139,436,GCA_029783415.1,transcriptional regulator [Arabidopsis thaliana]
KAJ8560654.1,ANM59347.1,32.588,626,357,14,10,583,9,621,1.23e-82,277,GCA_029783415.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAJ8564498.1,AED91842.1,52.344,384,145,9,33,397,31,395,4.93e-117,347,GCA_029783415.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAJ8565174.1,AEC10383.1,58.696,368,125,6,1,348,1,361,6.44e-136,391,GCA_029783415.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
KAJ8565611.1,AEE74631.1,50.98,867,315,17,1,849,1,775,0,795,GCA_029783415.1,PHD finger family protein [Arabidopsis thaliana]
KAJ8565663.1,AED91842.1,57.482,421,148,11,1,417,1,394,9.95e-155,443,GCA_029783415.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
