TaxId	Phylum	Class	Order	Family	Genus	Species	Accession_assembly	Quast_ContigN50	Quast_ContigN75	Sequence_technology	Assembly_level	Assembly_size	Date_submission_ncbi	BioProject	BioSample	Reads_assembly	Reads_available	BUSCO_Single	BUSCO_Duplicate	BUSCO_Complete	BUSCO_Fragmented	BUSCO_Missing	Experiment	Cvalue	Method	Date_method	Notes_cvalue_method	Expected_Cvalue	Genome_size_bp
470939	Arthropoda	Insecta	Orthoptera	Gryllidae	Teleogryllus	Teleogryllus occipitalis	GCA_011170035.1	197533	95268	HiSeqX; Nanopore MinION		1933831998	2/21/2020	PRJDB9056	SAMD00199296	LR-SR		94.7	2.4	97.1	1.5	1.4						2346398393.48095	2346398393.48095
6997	Arthropoda	Insecta	Orthoptera	Gryllidae	Acheta	Acheta domesticus	GCA_014858955.1	1566	941	Illumina		929173017	10/7/2020	PRJNA612585	SAMN14377430	SR		49.7	0.7	50.4	39.7	9.9						NA	NA
182223	Chordata	Actinopteri	Osmeriformes	Osmeridae	Hypomesus	Hypomesus nipponensis	GCA_018346875.1	2160	1335	Illumina NovaSeq; PacBio Sequel	Contig	34375595	2021/05/12	PRJNA672783	SAMN16577099	LR-SR		58.9	4.4	63.3	13.5	23.2						NA	NA
29151	Chordata	Actinopteri	Osmeriformes	Osmeridae	Osmerus	Osmerus eperlanus	GCA_900302275.1	4525	2566		Scaffold	342758722	2018/03/18	PRJEB12469	SAMEA4028764		Yes	73.5	2	75.5	17.2	7.3						NA	NA
240832	Chordata	Actinopteri	Osmeriformes	Osmeridae	Thaleichthys	Thaleichthys pacificus	GCA_017311245.1	3474	1714	Illumina HiSeqX-Ten	Scaffold	416131685	2021/03/09	PRJNA699474	SAMN17779494	SR	Yes	59	1.2	60.2	31.3	8.5						NA	NA
61084	Chordata	Actinopteri	Osmeriformes	Plecoglossidae	Plecoglossus	Plecoglossus altivelis	GCA_019972215.1	113526	38786	HiSeq2000; PacBio RSII	Scaffold	449104997	2021/07/20	PRJDB9085	SAMD00197082	LR-SR	LR-SR	95.1	3.2	98.3	1	0.7						549393241.379198	549393241.379198
30960	Chordata	Actinopteri	Osmeriformes	Salangidae	Mallotus	Mallotus villosus	GCA_903064625.1	229616	97550		Scaffold	490877849	2020/05/18	PRJEB38139	SAMEA6813208		LR	90.9	6	96.9	1.2	1.9						599952051.322996	599952051.322996
240822	Chordata	Actinopteri	Osmeriformes	Salangidae	Protosalanx	Protosalanx chinensis	GCA_010882115.1	103047	24713	Illumina; PacBio; 10X Genomics	Scaffold	466693640	2020/02/20	PRJNA604876	SAMN14001151	LR-SR	LR-SR	95.3	3.2	98.5	0.9	0.6						570681250.601224	570681250.601224
42648	Chordata	Actinopteri	Osteoglossiformes	Gymnarchidae	Gymnarchus	Gymnarchus niloticus	GCA_009936485.1	55247	28816	Illumina	Scaffold	653962364	2020/01/27	PRJNA423259	SAMN08214438	SR	SR	88.3	5.1	93.4	5.7	0.9						797337640.381207	797337640.381207
1194723	Chordata	Actinopteri	Osteoglossiformes	Mormyridae	Brevimyrus	Brevimyrus niger	GCA_015164015.1	23013	6639	Illumina	Scaffold	749215367	2020/11/01	PRJNA526749	SAMN11109190	SR	Yes	80.6	3.9	84.5	13.1	2.4						NA	NA
2303995	Chordata	Actinopteri	Osteoglossiformes	Mormyridae	Mormyrus	Mormyrus iriodes	GCA_011763525.1	31549	10270	Illumina	Scaffold	756950169	2020/03/27	PRJNA542943	SAMN11649522	SR	Yes	84.5	4.5	89	9.1	1.9						NA	NA
2364103	Chordata	Actinopteri	Osteoglossiformes	Mormyridae	Mormyrus	Mormyrus lacerda	GCA_015163995.1	23195	7016	Illumina	Scaffold	796858152	2020/11/01	PRJNA547786	SAMN11976054	SR	Yes	83.4	4.1	87.5	10.4	2.1						NA	NA
1676925	Chordata	Actinopteri	Osteoglossiformes	Mormyridae	Paramormyrops	Paramormyrops kingsleyae	GCA_002872115.1	37656	17077	Illumina HiSeq	Scaffold	799421083	2018/01/10	PRJNA417677	SAMN08000665	SR	Yes	93.4	5.3	98.7	1	0.3						NA	NA
91713	Chordata	Actinopteri	Osteoglossiformes	Mormyridae	Pollimyrus	Pollimyrus isidori	GCA_019775955.1	2166	1152	Illumina	Scaffold	786908648	2021/08/26	PRJNA547785	SAMN11976030	SR	Yes	37.9	1	38.9	46.2	14.9						NA	NA
1676934	Chordata	Actinopteri	Osteoglossiformes	Mormyridae	Pollimyrus	Pollimyrus plagiostoma	GCA_019775915.1	2291	1213	Illumina	Scaffold	782058023	2021/08/26	PRJNA547754	SAMN11975473	SR	Yes	41.1	1.2	42.3	45.2	12.5						NA	NA
112284	Chordata	Actinopteri	Osteoglossiformes	Mormyridae	Stomatorhinus	Stomatorhinus ivindoensis	GCA_019775895.1	2192	1239	Illumina	Scaffold	713085327	2021/08/26	PRJNA547748	SAMN11975468	SR	Yes	38.9	1.7	40.6	46.3	13.1						NA	NA
113544	Chordata	Actinopteri	Osteoglossiformes	Osteoglossidae	Arapaima	Arapaima gigas	GCA_900497675.1	131583	64446		Scaffold	661278939	2018/07/25	PRJEB22808	SAMEA104324749		SR	92.9	6.6	99.5	0.4	0.1		792180000	FIA	2004	one measure	806193088.528835	792180000
91721	Chordata	Actinopteri	Osteoglossiformes	Osteoglossidae	Heterotis	Heterotis niloticus	GCA_018136845.1	4571806	2399489	Oxford Nanopore GridION; Complete Genomics	Chromosome	670838590	2021/04/26	PRJNA665338	SAMN16252091	LR	LR-SR	92	7.4	99.4	0.4	0.2						817763392.084791	817763392.084791
113540	Chordata	Actinopteri	Osteoglossiformes	Osteoglossidae	Scleropages	Scleropages formosus	GCA_900964775.1	9102216	4447261		Chromosome	784563014	2019/04/11	PRJEB31995	SAMEA4872123		LR-SR	91.3	7.1	98.4	1	0.6						955407131.108975	955407131.108975
29159	Mollusca	Bivalvia	Ostreida	Ostreidae	Crassostrea	Crassostrea gigas	GCA_902806645.1	1564469	803096		Chromosome	647887097	2020/02/19	PRJEB35351	SAMEA6259236		LR-SR	95.3	3.1	98.4	0.7	0.9	ERR3727456	635700000	FCM	2012	most recent	789984580.800529	635700000
298176	Mollusca	Bivalvia	Ostreida	Ostreidae	Crassostrea	Crassostrea hongkongensis	GCA_015776775.1	2576225	1171589	PacBio Sequel	Chromosome	608622584	2020/12/08	PRJNA545849	SAMN11935674	LR		97.1	1.5	98.6	0.7	0.7						742461681.231623	742461681.231623
6565	Mollusca	Bivalvia	Ostreida	Ostreidae	Crassostrea	Crassostrea virginica	GCA_002022765.4	1971208	1052579	PacBio_RSII	Chromosome	684741128	2017/09/01	PRJNA376014	SAMN06349363	LR	LR	77	21.2	98.2	0.2	1.6						834590008.962145	834590008.962145
2653900	Mollusca	Bivalvia	Ostreida	Ostreidae	Magallana	Magallana hongkongensis	GCA_016163765.1	17206	7451	Illumina	Scaffold	757928205	2020/12/21	PRJNA576886	SAMN13012326	SR		89.7	6.3	96	2.6	1.4						NA	NA
627230	Mollusca	Bivalvia	Ostreida	Ostreidae	Ostrea	Ostrea lurida	GCA_903981925.1	7887	4110		Scaffold	1140787867	2020/07/21	PRJEB39287	SAMEA7048989			49.9	0.8	50.7	32.7	16.6						NA	NA
157728	Mollusca	Bivalvia	Ostreida	Ostreidae	Saccostrea	Saccostrea glomerata	GCA_003671525.1	39540	21141	Illumina HiSeq	Scaffold	788100799	2018/10/22	PRJNA414259	SAMN08130406	SR	Yes	87.3	4.4	91.7	6.1	2.2						NA	NA
424472	Arthropoda	Pycnogonida	Pantopoda	Nymphonidae	Nymphon	Nymphon striatum	GCA_016618385.1	556992	335449	PacBio Sequel	Scaffold	744788969	2021/01/12	PRJNA595812	SAMN13567730	LR	LR-SR	75.2	18.2	93.4	4.1	2.5	SRR10993134					907267531.211629	907267531.211629
232323	Tardigrada	Eutardigrada	Parachela	Hypsibiidae	Hypsibius	Hypsibius dujardini	GCA_002082055.1	76809	39102	PacBio; Illumina HiSeq	Scaffold	104154999	2017/04/07	PRJNA360553	SAMN06212344	LR-SR	LR	72	1.2	73.2	7.4	19.4		127140000	FCM	2016	one measure	131890950.920423	127140000
2823472	Tardigrada	NA	Parachela	Macrobiotidae	Paramacrobiotus	Paramacrobiotus sp. TYO	GCA_019649055.1	1033953	455855	Illumina HiSeq 4000; Oxford Nanopore MinION	Scaffold	170509133	2021/06/17	PRJDB7223	SAMD00132250	LR-SR	LR-SR	69.8	2.8	72.6	8.3	19.1						212201149.752222	212201149.752222
947166	Tardigrada	Eutardigrada	Parachela	Ramazzottiidae	Ramazzottius	Ramazzottius varieornatus	GCA_001949185.1	129701	67264	Sanger: ABI 3730xl DNA Analyzer; Illumina: Genome Analyzer IIx sequencer (Illumina)	Scaffold	55842812	2016/11/09	PRJDB4588	SAMD00054187	SR		73.2	1.2	74.4	7	18.6		48900000	FCM	2016	one measure	73417407.373475	48900000
57068	Chordata	Aves	Passeriformes	Acanthisittidae	Acanthisitta	Acanthisitta chloris	GCA_000695815.1	20693	10811	Illumina HiSeq	Scaffold	1035876403	2014/05/27	PRJNA212877	SAMN02318032	SR	Yes	77.1	0.1	77.2	12.9	9.9						NA	NA
874463	Chordata	Aves	Passeriformes	Acanthizidae	Mohoua	Mohoua ochrocephala	GCA_013398855.1	54493	24568	Illumina HiSeq	Scaffold	1038537151	2020/07/10	PRJNA545868	SAMN12253963	SR	SR	84.1	0.6	84.7	7.3	8						1262798882.17311	1262798882.17311
720586	Chordata	Aves	Passeriformes	Acanthizidae	Origma	Origma solitaria	GCA_013397895.1	99381	48941	Illumina HiSeq	Scaffold	1033410747	2020/07/10	PRJNA545868	SAMN12253952	SR	SR	92	0.2	92.2	4.1	3.7						1256594257.08476	1256594257.08476
73327	Chordata	Aves	Passeriformes	Aegithalidae	Aegithalos	Aegithalos caudatus	GCA_013389925.1	34442	15682	Illumina HiSeq	Scaffold	1013845238	2020/07/06	PRJNA545868	SAMN12253835	SR	Yes	83.9	0.7	84.6	7.4	8						NA	NA
88112	Chordata	Aves	Passeriformes	Alaudidae	Alauda	Alauda arvensis	GCA_902810485.1	77263	38311		Scaffold	1028664229	2020/03/13	PRJEB36048	SAMEA6585484			90.7	1.7	92.4	3.7	3.9						1250849418.27278	1250849418.27278
670337	Chordata	Aves	Passeriformes	Alaudidae	Alaudala	Alaudala cheleensis	GCA_013398995.1	97929	41338	Illumina HiSeq	Scaffold	1069224903	2020/07/10	PRJNA545868	SAMN12253773	SR	SR	88.4	0.8	89.2	6.5	4.3						1299941096.47465	1299941096.47465
2668079	Chordata	Aves	Passeriformes	Alaudidae	Eremophila	Eremophila alpestris peregrina	GCA_009792885.1	192949	85406	Illumina HiSeq	Scaffold	1041035471	2019/12/23	PRJNA575884	SAMN12913182	SR	SR	93.1	1	94.1	3.6	2.3						1265822666.28196	1265822666.28196
9132	Chordata	Aves	Passeriformes	Artamidae	Gymnorhina	Gymnorhina tibicen	GCA_013399875.1	141129	66749	Illumina HiSeq	Scaffold	1052262442	2020/07/10	PRJNA545868	SAMN12253831	SR	SR	89.2	0.7	89.9	4.9	5.2						1279410972.22366	1279410972.22366
125297	Chordata	Aves	Passeriformes	Bombycillidae	Bombycilla	Bombycilla garrulus	GCA_013400315.1	64531	28850	Illumina HiSeq	Scaffold	1032116443	2020/07/10	PRJNA545868	SAMN12253844	SR	SR	86.2	0.3	86.5	7.2	6.3						1255027726.02901	1255027726.02901
161653	Chordata	Aves	Passeriformes	Bombycillidae	Phainopepla	Phainopepla nitens	GCA_013400175.1	74647	30370	Illumina HiSeq	Scaffold	1027439719	2020/07/10	PRJNA545868	SAMN12253850	SR	SR	84.9	0.3	85.2	7.3	7.5		1789740000	FIA	2014	one measure	1249367360.77849	1789740000
1347786	Chordata	Aves	Passeriformes	Callaeidae	Callaeas	Callaeas wilsoni	GCA_013398955.1	119226	54502	Illumina HiSeq	Scaffold	1047533504	2020/07/10	PRJNA545868	SAMN12253743	SR	SR	88.9	0.4	89.3	6.4	4.3						1273687410.96005	1273687410.96005
2585810	Chordata	Aves	Passeriformes	Campephagidae	Edolisoma	Edolisoma coerulescens	GCA_013397115.1	131312	60893	Illumina HiSeq	Scaffold	1042448157	2020/07/10	PRJNA545868	SAMN12253783	SR	SR	87.7	0.9	88.6	4.4	7						1267532478.26665	1267532478.26665
186443	Chordata	Aves	Passeriformes	Certhiidae	Certhia	Certhia americana	GCA_018697195.1	143071	65171	PacBio Sequel; Illumina HiSeq; Illumina NovaSeq	Chromosome	1113356413	2021/06/03	PRJNA604561	SAMN13974089	LR-SR	LR-SR	87.6	1.7	89.3	4.1	6.6		1173600000	FIA	2009	one measure	1353354653.84016	1173600000
73330	Chordata	Aves	Passeriformes	Certhiidae	Certhia	Certhia brachydactyla	GCA_013400355.1	76437	38743	Illumina HiSeq	Scaffold	1028791262	2020/07/10	PRJNA545868	SAMN12253843	SR	SR	88.7	0.5	89.2	4.3	6.5						1251003169.74045	1251003169.74045
73333	Chordata	Aves	Passeriformes	Certhiidae	Certhia	Certhia familiaris	GCA_013398575.1	48878	23354	10X Genomics linked reads	Scaffold	1066430070	2020/07/10	PRJNA545868	SAMN12253998	SR	Yes	77.3	0.3	77.6	12.3	10.1						NA	NA
66707	Chordata	Aves	Passeriformes	Certhiidae	Polioptila	Polioptila caerulea	GCA_013397295.1	51187	24372	Illumina HiSeq	Scaffold	1038028908	2020/07/10	PRJNA545868	SAMN12253816	SR	SR	86.4	0.6	87	4.3	8.7		1349640000	FD	1972	one measure	1262183741.95615	1349640000
74200	Chordata	Aves	Passeriformes	Certhiidae	Thryothorus	Thryothorus ludovicianus	GCA_013397245.1	60932	27047	Illumina HiSeq	Scaffold	1031447271	2020/07/10	PRJNA545868	SAMN12253818	SR	SR	85	0.6	85.6	6.6	7.8						1254217809.10096	1254217809.10096
161649	Chordata	Aves	Passeriformes	Cinclidae	Cinclus	Cinclus mexicanus	GCA_013399935.1	44876	19799	Illumina HiSeq	Scaffold	996999814	2020/07/10	PRJNA545868	SAMN12253825	SR	Yes	82.4	0.3	82.7	10.7	6.6						NA	NA
461245	Chordata	Aves	Passeriformes	Cinclosomatidae	Ifrita	Ifrita kowaldi	GCA_013398055.1	103199	51960	Illumina HiSeq	Scaffold	1041499962	2020/07/10	PRJNA545868	SAMN12253943	SR	SR	86.6	0.4	87	7	6						1266384852.27275	1266384852.27275
449384	Chordata	Aves	Passeriformes	Cinclosomatidae	Ptilorrhoa	Ptilorrhoa leucosticta	GCA_013396485.1	77643	31459	Illumina HiSeq	Scaffold	1110559233	2020/07/10	PRJNA545868	SAMN12253757	SR	SR	85.5	0.5	86	4	10						1349969151.40909	1349969151.40909
52622	Chordata	Aves	Passeriformes	Cisticolidae	Cisticola	Cisticola juncidis	GCA_013400215.1	74306	34378	Illumina HiSeq	Scaffold	1016620075	2020/07/10	PRJNA545868	SAMN12253849	SR	SR	84.8	0.7	85.5	6.5	8		1134480000	FIA	2014	one measure	1236272053.69591	1134480000
47695	Chordata	Aves	Passeriformes	Climacteridae	Climacteris	Climacteris rufus	GCA_013398175.1	72590	36457	Illumina HiSeq	Scaffold	1058972301	2020/07/10	PRJNA545868	SAMN12253953	SR	SR	89.4	0.6	90	5.5	4.5						1287532095.62531	1287532095.62531
181839	Chordata	Aves	Passeriformes	Corcoracidae	Struthidea	Struthidea cinerea	GCA_013397865.1	74370	38961	Illumina HiSeq	Scaffold	1042119318	2020/07/10	PRJNA545868	SAMN12253937	SR	SR	89.2	0.5	89.7	4.3	6						1267134475.5518	1267134475.5518
39617	Chordata	Aves	Passeriformes	Corvidae	Aphelocoma	Aphelocoma coerulescens	GCA_013398375.1	133617	65662	Illumina HiSeq	Scaffold	1060855343	2020/07/10	PRJNA545868	SAMN12253992	SR	SR	91.3	0.8	92.1	3.4	4.5						1289811192.16854	1289811192.16854
254448	Chordata	Aves	Passeriformes	Corvidae	Cnemophilus	Cnemophilus loriae	GCA_013397755.1	123168	58287	Illumina HiSeq	Scaffold	1043492295	2020/07/10	PRJNA545868	SAMN12253940	SR	SR	88.8	0.6	89.4	4.6	6	SRR9947292					1268796226.66231	1268796226.66231
30423	Chordata	Aves	Passeriformes	Corvidae	Coloeus	Coloeus monedula	GCA_013407035.1	23262489	9513673	PacBio; Hi-C	Chromosome	1035863955	2020/07/13	PRJNA626609	SAMN14646012	LR	LR	87.7	0.8	88.5	1.7	9.8						1259563440.92274	1259563440.92274
85066	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus brachyrhynchos	GCA_000691975.1	29143	14786	Illumina HiSeq	Scaffold	1091312783	2014/06/02	PRJNA212869	SAMN02297499	SR	Yes	86.1	0.7	86.8	5.8	7.4						NA	NA
932674	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus cornix cornix	GCA_000738735.5	8553235	4177190	PacBio; Hi-C	Chromosome	1030881721	2021/02/04	PRJNA192205	SAMN02143031	LR	LR-SR	87.4	0.8	88.2	1.8	10	SRR863616					1253533308.67557	1253533308.67557
134902	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus hawaiiensis	GCA_003402825.1	4530643	777563	PacBio	Contig	1064970991	2018/08/16	PRJNA475267	SAMN09383001	LR	LR	63.1	31.8	94.9	1.7	3.4						1294792471.99659	1294792471.99659
68294	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus kubaryi	GCA_017639235.1	211131	105036	Illumina NovaSeq	Scaffold	1057484666	2021/03/30	PRJNA680658	SAMN16883221	SR		84.2	3.9	88.1	2.1	9.8						1285731570.84355	1285731570.84355
36249	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus macrorhynchos	GCA_014363025.1	52297	24380	Illumina Novaseq6000	Scaffold	1018435877	2020/08/22	PRJDB10193	SAMD00237434	SR	SR	87	0.9	87.9	5.1	7						1238469767.85278	1238469767.85278
1196302	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus moneduloides	GCA_009650955.1	11524098	5913448	PacBio Sequel I; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Chromosome	1112734094	2019/11/14	PRJNA560983	SAMN12368441	LR-SR		93.1	1.2	94.3	1.8	3.9						1352601444.36225	1352601444.36225
181099	Chordata	Aves	Passeriformes	Corvidae	Oriolus	Oriolus oriolus	GCA_013400235.1	98271	44552	Illumina HiSeq	Scaffold	1038866468	2020/07/10	PRJNA545868	SAMN12253845	SR	SR	87.9	0.3	88.2	4.7	7.1						1263197463.42426	1263197463.42426
114276	Chordata	Aves	Passeriformes	Cotingidae	Cephalopterus	Cephalopterus ornatus	GCA_013396775.1	75816	35879	Illumina HiSeq	Scaffold	1061560279	2020/07/10	PRJNA545868	SAMN12253765	SR		87	0.2	87.2	5.9	6.9						1290664395.23082	1290664395.23082
114331	Chordata	Aves	Passeriformes	Cotingidae	Oxyruncus	Oxyruncus cristatus	GCA_013399855.1	75902	38409	Illumina HiSeq	Scaffold	1062467484	2020/07/10	PRJNA545868	SAMN12253832	SR	SR	89.9	0.2	90.1	3.6	6.3						1291762409.92168	1291762409.92168
243059	Chordata	Aves	Passeriformes	Dasyornithidae	Dasyornis	Dasyornis broadbenti	GCA_013397935.1	67888	36151	Illumina HiSeq	Scaffold	1024798037	2020/07/10	PRJNA545868	SAMN12253949	SR	SR	92	0.5	92.5	3	4.5						1246170061.77267	1246170061.77267
190295	Chordata	Aves	Passeriformes	Dendrocolaptidae	Campylorhamphus	Campylorhamphus procurvoides	GCA_013396655.1	152479	68455	Illumina HiSeq	Scaffold	1047499103	2020/07/10	PRJNA545868	SAMN12253772	SR	SR	89	0.5	89.5	4.8	5.7						1273645774.5015	1273645774.5015
269412	Chordata	Aves	Passeriformes	Dendrocolaptidae	Xiphorhynchus	Xiphorhynchus elegans	GCA_013401175.1	62277	28143	10X Genomics linked reads	Scaffold	1059658982	2020/07/10	PRJNA545868	SAMN12254008	SR	SR	78	0.6	78.6	14	7.4						1288363204.16851	1288363204.16851
667154	Chordata	Aves	Passeriformes	Dicaeidae	Dicaeum	Dicaeum eximium	GCA_013396995.1	117324	54388	Illumina HiSeq	Scaffold	1015048105	2020/07/10	PRJNA545868	SAMN12253792	SR	SR	88.7	0.9	89.6	5.5	4.9						1234369455.98801	1234369455.98801
450177	Chordata	Aves	Passeriformes	Dicruridae	Dicrurus	Dicrurus megarhynchus	GCA_013399195.1	144499	72569	Illumina HiSeq	Scaffold	1051520678	2020/07/10	PRJNA545868	SAMN12253804	SR	SR	90.1	0.7	90.8	3.8	5.4						1278513195.23924	1278513195.23924
107208	Chordata	Aves	Passeriformes	Dicruridae	Erythrocercus	Erythrocercus mccallii	GCA_013397435.1	83996	37604	Illumina HiSeq	Scaffold	1030110820	2020/07/10	PRJNA545868	SAMN12253870	SR	SR	85.7	0.9	86.6	7	6.4						1252600266.39384	1252600266.39384
1160894	Chordata	Aves	Passeriformes	Dicruridae	Machaerirhynchus	Machaerirhynchus nigripectus	GCA_013397975.1	76725	36755	Illumina HiSeq	Scaffold	1044536230	2020/07/10	PRJNA545868	SAMN12253945	SR	SR	88.4	0.5	88.9	4.6	6.5						1270059729.36159	1270059729.36159
1463973	Chordata	Aves	Passeriformes	Elachuridae	Elachura	Elachura formosa	GCA_013398795.1	43159	20851	Illumina HiSeq	Scaffold	1013707244	2020/07/10	PRJNA545868	SAMN12253967	SR	Yes	85.4	2.8	88.2	4	7.8						NA	NA
299123	Chordata	Aves	Passeriformes	Estrildidae	Lonchura	Lonchura striata domestica	GCA_005870125.1	100423	47476	Illumina HiSeq	Chromosome	1060269806	2019/06/05	PRJNA369279	SAMN11521339	SR		92.8	0.9	93.7	2.6	3.7						1289102500.93774	1289102500.93774
59729	Chordata	Aves	Passeriformes	Estrildidae	Taeniopygia	Taeniopygia guttata	GCA_003957565.4	8964551	3981372		Chromosome	1056271262	2021/05/04	PRJNA489098	SAMN02981239		LR	94.4	1.2	95.6	1.8	2.6		1222500000	FCM	1994	one measure	1284262955.24074	1222500000
81927	Chordata	Aves	Passeriformes	Estrildidae	Vidua	Vidua chalybeata	GCA_013398495.1	387567	192059	ILLUMINA; PACBIO_SMRT	Scaffold	1073584019	2020/07/10	PRJNA545868	SAMN12254000	LR-SR	SR	91.2	1.4	92.6	2.8	4.6		1134480000	FIA	2014	one measure	1305217052.19266	1134480000
187451	Chordata	Aves	Passeriformes	Estrildidae	Vidua	Vidua macroura	GCA_013400395.1	38581	16927	Illumina HiSeq	Scaffold	1024457306	2020/07/10	PRJNA545868	SAMN12253861	SR	Yes	80.3	0.4	80.7	10.4	8.9						NA	NA
135972	Chordata	Aves	Passeriformes	Eurylaimidae	Calyptomena	Calyptomena viridis	GCA_013390005.1	40811	18082	Illumina HiSeq	Scaffold	1056832477	2020/07/06	PRJNA545868	SAMN12253865	SR	Yes	82.1	0.6	82.7	7.7	9.6						NA	NA
239386	Chordata	Aves	Passeriformes	Eurylaimidae	Serilophus	Serilophus lunatus	GCA_013399895.1	90152	45945	Illumina HiSeq	Scaffold	1040370003	2020/07/10	PRJNA545868	SAMN12253830	SR	SR	88.4	0.4	88.8	3.8	7.4						1265017232.40506	1265017232.40506
363769	Chordata	Aves	Passeriformes	Eurylaimidae	Smithornis	Smithornis capensis	GCA_013396465.1	67220	30408	Illumina HiSeq	Scaffold	1061320296	2020/07/10	PRJNA545868	SAMN12253759	SR	SR	86.3	0.4	86.7	3.9	9.4						1290373937.3304	1290373937.3304
1118560	Chordata	Aves	Passeriformes	Formicariidae	Formicarius	Formicarius rufipectus	GCA_013399695.1	79515	39821	Illumina HiSeq	Scaffold	1044275471	2020/07/10	PRJNA545868	SAMN12253799	SR	SR	89.8	0.3	90.1	3.2	6.7						1269744125.70776	1269744125.70776
117165	Chordata	Aves	Passeriformes	Formicariidae	Grallaria	Grallaria varia	GCA_013396735.1	64411	28940	Illumina HiSeq	Scaffold	1056033657	2020/07/10	PRJNA545868	SAMN12253766	SR	SR	88.1	0.4	88.5	4.6	6.9						1283975375.49788	1283975375.49788
198940	Chordata	Aves	Passeriformes	Fringillidae	Calcarius	Calcarius ornatus	GCA_013397715.1	52441	22784	Illumina HiSeq	Scaffold	1056295845	2020/07/10	PRJNA545868	SAMN12253923	SR		85.8	0.5	86.3	5.6	8.1						1284292708.70897	1284292708.70897
98964	Chordata	Aves	Passeriformes	Fringillidae	Cardinalis	Cardinalis cardinalis	GCA_014549065.1	132710	54370	Illumina HiSeq	Scaffold	1044724463	2020/09/15	PRJNA642398	SAMN15394674	SR		88.9	0.9	89.8	3.4	6.8		1339860000	FIA	2009	one measure	1270287552.84063	1339860000
64799	Chordata	Aves	Passeriformes	Fringillidae	Chlorodrepanis	Chlorodrepanis virens	GCA_003286495.1	23480	10459	Illumina HiSeq; 454	Scaffold	1086507881	2018/07/02	PRJNA252695	SAMN02854552	SR	Yes	84.2	0.7	84.9	6.9	8.2						NA	NA
337179	Chordata	Aves	Passeriformes	Fringillidae	Emberiza	Emberiza fucata	GCA_013398835.1	19687	9044	Illumina HiSeq	Scaffold	1032579516	2020/07/10	PRJNA545868	SAMN12253922	SR	Yes	83.2	0.6	83.8	5.9	10.3						NA	NA
1471794	Chordata	Aves	Passeriformes	Fringillidae	Fringilla	Fringilla coelebs coelebs	GCA_015532645.2	66810	28195	Illumina HiSeq	Chromosome	994865760	2021/06/16	PRJNA674347	SAMN16636146	SR	SR	85.5	0.8	86.3	4.3	9.4						1209942219.24882	1209942219.24882
2518271	Chordata	Aves	Passeriformes	Fringillidae	Hemignathus	Hemignathus wilsoni	GCA_009690805.1	69855	33943	Illumina	Scaffold	1032496179	2019/11/22	PRJNA520783	SAMN10867508	SR	SR	88.4	0.8	89.2	5.5	5.3						1255487330.75633	1255487330.75633
64802	Chordata	Aves	Passeriformes	Fringillidae	Loxia	Loxia curvirostra	GCA_013398455.1	212044	101753	Illumina HiSeq	Scaffold	1028271095	2020/07/10	PRJNA545868	SAMN12253984	SR	SR	92.3	0.9	93.2	3.4	3.4						1250373597.58454	1250373597.58454
96539	Chordata	Aves	Passeriformes	Fringillidae	Loxia	Loxia leucoptera	GCA_013396895.1	96631	45593	Illumina HiSeq	Scaffold	1027807383	2020/07/10	PRJNA545868	SAMN12253777	SR	SR	86.7	0.9	87.6	5.8	6.6						1249812354.43847	1249812354.43847
142471	Chordata	Aves	Passeriformes	Fringillidae	Passerina	Passerina amoena	GCA_013401095.1	54939	23071	Illumina HiSeq	Scaffold	1068852817	2020/07/10	PRJNA545868	SAMN12253987	SR	SR	72.6	0.6	73.2	13.5	13.3		1359420000	FCM	1994	one measure	1299490750.74875	1359420000
135441	Chordata	Aves	Passeriformes	Fringillidae	Peucedramus	Peucedramus taeniatus	GCA_013400575.1	62476	28354	Illumina HiSeq	Scaffold	1037528998	2020/07/10	PRJNA545868	SAMN12253863	SR	SR	81.9	0.4	82.3	10	7.7						1261578687.39395	1261578687.39395
371919	Chordata	Aves	Passeriformes	Fringillidae	Pheucticus	Pheucticus melanocephalus	GCA_013398405.1	57851	25593	Illumina HiSeq	Scaffold	1048530562	2020/07/10	PRJNA545868	SAMN12253988	SR	SR	76.6	0.8	77.4	11.3	11.3						1274894177.16133	1274894177.16133
9135	Chordata	Aves	Passeriformes	Fringillidae	Serinus	Serinus canaria	GCA_007115625.1	90869	36358	Illumina HiSeq; PacBio RS; Chicago Sequencing; Dovetail Genomics; HiC Sequencing	Scaffold	1071655231	2019/07/18	PRJNA548289	SAMN12017177	LR-SR		88.3	0.6	88.9	3.9	7.2		1545240000	FD	1974	one measure	1302882588.03125	1545240000
571890	Chordata	Aves	Passeriformes	Fringillidae	Urocynchramus	Urocynchramus pylzowi	GCA_013397555.1	54105	27672	Illumina HiSeq	Scaffold	1030914293	2020/07/10	PRJNA545868	SAMN12253909	SR	SR	86.9	0.7	87.6	5.3	7.1						1253572731.44607	1253572731.44607
