GC Protein human_name arabidopsis_name organism
GCA_017639365.1 KAG5365072.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Yarrowia sp. E02"
GCA_017639365.1 KAG5368402.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Yarrowia sp. E02"
GCA_954870535.1 CAJ0551670.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fusarium sp. VM40"
GCA_954870535.1 CAJ0553587.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fusarium sp. VM40"
GCA_028828895.1 KAJ6010961.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium sp. IBT 35674x"
GCA_028828895.1 KAJ6006612.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium sp. IBT 35674x"
GCA_028829675.1 KAJ5916715.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium tannophilum"
GCA_028829675.1 KAJ5898660.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium tannophilum"
GCA_028826855.1 KAJ5163751.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium coprophilum"
GCA_028828005.1 KAJ5749748.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium manginii"
GCA_028974085.1 KAJ5240140.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium chermesinum"
GCA_028974085.1 KAJ5232625.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium chermesinum"
GCA_020002365.1 KAH0493234.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Trichoderma gracile"
GCA_020002365.1 KAH0499396.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Trichoderma gracile"
GCA_028974065.1 KAJ5201887.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Penicillium cinerascens"
GCA_028974065.1 KAJ5211864.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium cinerascens"
GCA_028974065.1 KAJ5218241.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Penicillium cinerascens"
GCA_028829465.1 KAJ5861532.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium soppii"
GCA_028827735.1 KAJ5692972.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium macrosclerotiorum"
GCA_028827265.1 KAJ5290304.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium atrosanguineum"
GCA_028827265.1 KAJ5310445.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-homologue 5 [Arabidopsis thaliana]" "Penicillium atrosanguineum"
GCA_017639385.1 KAG5362566.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Yarrowia sp. C11"
GCA_017639385.1 KAG5372940.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Yarrowia sp. C11"
GCA_028974205.1 KAJ5294053.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium antarcticum"
GCA_028974205.1 KAJ5306699.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium antarcticum"
GCA_020726445.1 KAH6615580.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Chaetomium sp. MPI-SDFR-AT-0129"
GCA_028827665.1 KAJ5574037.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium hispanicum"
GCA_028827665.1 KAJ5591810.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium hispanicum"
GCA_019154785.2 KAG7352264.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Nitzschia inconspicua"
GCA_019154785.2 KAG7366359.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Nitzschia inconspicua"
GCA_019154785.2 KAG7366551.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Nitzschia inconspicua"
GCA_019154785.2 KAG7364983.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Nitzschia inconspicua"
GCA_019154785.2 KAG7346384.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Nitzschia inconspicua"
GCA_028827675.1 KAJ5601834.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium lagena"
GCA_028827695.1 KAJ5683978.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium maclennaniae"
GCA_028827695.1 KAJ5677504.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Penicillium maclennaniae"
GCA_028828195.1 KAJ5924597.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium verhagenii"
GCA_028828195.1 KAJ5936726.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium verhagenii"
GCA_026745475.1 KAJ1324463.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Microdochium nivale"
GCA_026745475.1 KAJ1331149.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Microdochium nivale"
GCA_028828495.1 KAJ5808553.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium riverlandense"
GCA_028827545.1 KAJ5492982.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium diatomitis"
GCA_028826915.1 KAJ5130639.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium bovifimosum"
GCA_028826915.1 KAJ5124569.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium bovifimosum"
GCA_028828935.1 KAJ6115669.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium sp. IBT 18751x"
GCA_028828935.1 KAJ6120187.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Penicillium sp. IBT 18751x"
GCA_028826965.1 KAJ5095560.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium alfredii"
GCA_028826965.1 KAJ5114539.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium alfredii"
GCA_945859915.1 CAH9102930.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Cuscuta epithymum"
GCA_945859915.1 CAH9102932.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Cuscuta epithymum"
GCA_945859915.1 CAH9131382.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Cuscuta epithymum"
GCA_945859915.1 CAH9084779.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Cuscuta epithymum"
GCA_945859915.1 CAH9143891.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Cuscuta epithymum"
GCA_945859915.1 CAH9118387.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Cuscuta epithymum"
GCA_945859915.1 CAH9058720.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Cuscuta epithymum"
GCA_945859915.1 CAH9081335.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Cuscuta epithymum"
GCA_945859915.1 CAH9123382.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Cuscuta epithymum"
GCA_945859915.1 CAH9130940.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Cuscuta epithymum"
GCA_945859915.1 CAH9081337.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Cuscuta epithymum"
GCA_945859915.1 CAH9058714.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Cuscuta epithymum"
GCA_945859915.1 CAH9058704.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Cuscuta epithymum"
GCA_945859915.1 CAH9123381.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Cuscuta epithymum"
GCA_017635955.1 KAG5363905.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Yarrowia sp. B02"
GCA_017635955.1 KAG5360185.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Yarrowia sp. B02"
GCA_020800285.1 KAH7625724.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Sordaria sp. MPI-SDFR-AT-0083"
GCA_029953675.1 KAJ8904636.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Rhodosorus marinus"
GCA_029953675.1 KAJ8906943.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Rhodosorus marinus"
GCA_911456355.1 CAG8878072.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium nalgiovense"
GCA_020884735.1 GJJ10537.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Clathrus columnatus"
GCA_020884735.1 GJJ09415.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Clathrus columnatus"
GCA_948474695.1 CAI6335521.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Periconia digitata"
GCA_014461125.1 KAF7323675.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Mycena kentingensis (nom. inval.)"
GCA_014461125.1 KAF7319967.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Mycena kentingensis (nom. inval.)"
GCA_014898285.1 KAF7943504.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Botrytis aclada"
GCA_014898285.1 KAF7952830.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Botrytis aclada"
GCA_024336345.1 KAI5466832.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Mariannaea sp. PMI_226"
GCA_024336345.1 KAI5465918.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Mariannaea sp. PMI_226"
GCA_013368295.1 KAF5318836.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Psilocybe cf. subviscida"
GCA_013368295.1 KAF5312677.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Psilocybe cf. subviscida"
GCA_013138035.1 KAF4759944.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium sp. str. #12"
GCA_947471745.1 CAI5514775.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Closterium sp. Naga37s-1"
GCA_947471745.1 CAI5525039.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Closterium sp. Naga37s-1"
GCA_947471745.1 CAI5494419.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Closterium sp. Naga37s-1"
GCA_947471745.1 CAI5514773.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Closterium sp. Naga37s-1"
GCA_947471745.1 CAI5485951.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Closterium sp. Naga37s-1"
GCA_947471745.1 CAI5532359.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Closterium sp. Naga37s-1"
GCA_947471745.1 CAI5517857.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Closterium sp. Naga37s-1"
GCA_947471745.1 CAI5490452.1 "DNA mismatch repair protein Msh2" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Closterium sp. Naga37s-1"
GCA_947471745.1 CAI5524001.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Closterium sp. Naga37s-1"
GCA_019702505.1 KAG9193569.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Alternaria panax"
GCA_029531795.1 KAJ8063537.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Sclerotinia nivalis"
GCA_029531795.1 KAJ8059362.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Sclerotinia nivalis"
GCA_020091625.1 KAH0581768.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Termitomyces sp. 'cryptogamus'"
GCA_020091625.1 KAH0590480.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Termitomyces sp. 'cryptogamus'"
GCA_020091625.1 KAH0590479.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Termitomyces sp. 'cryptogamus'"
GCA_020726505.1 KAH6721274.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Leptodontidium sp. MPI-SDFR-AT-0119"
GCA_009194965.1 KAB5518209.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Coniochaeta sp. 2T2.1"
GCA_009194965.1 KAB5575291.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Coniochaeta sp. 2T2.1"
GCA_019828595.1 KAG9405460.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Aphanomyces cochlioides"
GCA_019828595.1 KAG9409884.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Aphanomyces cochlioides"
GCA_946814055.1 CAI2303544.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Caenorhabditis sp. 36 PRJEB53466"
GCA_017309325.2 KAG8623156.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Elsinoe batatas"
GCA_014898425.1 KAF7883014.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Botryotinia globosa"
GCA_014898425.1 KAF7887747.1 "DNA mismatch repair protein Msh2" "MUTS homolog 6 [Arabidopsis thaliana]" "Botryotinia globosa"
GCA_029532415.1 KAJ8093588.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Marasmius tenuissimus"
GCA_029532415.1 KAJ8077124.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Marasmius tenuissimus"
GCA_029532415.1 KAJ8084239.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Marasmius tenuissimus"
GCA_029532415.1 KAJ8093587.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Marasmius tenuissimus"
GCA_021018615.1 KAH7882344.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phlebopus sp. FC_14"
GCA_021018615.1 KAH7883781.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phlebopus sp. FC_14"
GCA_020310465.1 KAH0834904.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Lanmaoa asiatica"
GCA_020310465.1 KAH0838474.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Lanmaoa asiatica"
GCA_020746875.1 KAH7369838.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Rhexocercosporidium sp. MPI-PUGE-AT-0058"
GCA_022432365.1 KAI0165191.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hypoxylon sp. FL1284"
GCA_022432365.1 KAI0176288.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Hypoxylon sp. FL1284"
GCA_907166805.1 CAG5159296.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Alternaria atra"
GCA_907166805.1 CAG5174506.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Alternaria atra"
GCA_020744155.1 KAH6982873.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ilyonectria sp. MPI-CAGE-AT-0026"
GCA_020744155.1 KAH6998374.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ilyonectria sp. MPI-CAGE-AT-0026"
GCA_027946365.1 KAJ4303830.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Kalmusia sp. IMI 367209"
GCA_027946365.1 KAJ4296256.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Kalmusia sp. IMI 367209"
GCA_949357655.1 CAI8003959.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parascedosporium putredinis"
GCA_949357655.1 CAI7998231.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Parascedosporium putredinis"
GCA_004156025.2 KAB2111436.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Alternaria gaisen"
GCA_004156025.2 KAB2106340.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Alternaria gaisen"
GCA_013368445.1 KAF5351265.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Leucoagaricus leucothites"
GCA_013368445.1 KAF5343843.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Leucoagaricus leucothites"
GCA_013368445.1 KAF5355702.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Leucoagaricus leucothites"
GCA_946122785.1 CAI0628967.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Linum tenue"
GCA_946122785.1 CAI0543208.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Linum tenue"
GCA_946122785.1 CAI0450680.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Linum tenue"
GCA_946122785.1 CAI0540923.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Linum tenue"
GCA_946122785.1 CAI0395558.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Linum tenue"
GCA_014461115.1 KAF7318276.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Mycena chlorophos"
GCA_014461115.1 KAF7310692.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Mycena chlorophos"
GCA_016508695.1 KAG0647167.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hyphodiscus hymeniophilus"
GCA_019650235.1 GIL78294.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Volvox reticuliferus"
GCA_019650235.1 GIL76570.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Volvox reticuliferus"
GCA_019650235.1 GIL73850.1 "DNA mismatch repair protein Msh2" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Volvox reticuliferus"
GCA_000825705.1 CEJ91980.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "[Torrubiella] hemipterigena"
GCA_024043145.1 KAI4936415.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Alternaria conjuncta"
GCA_024043145.1 KAI4937742.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Alternaria conjuncta"
GCA_958450365.1 CAJ0955069.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Mesorhabditis belari"
GCA_902141235.2 CAH0037245.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Clonostachys solani"
GCA_902141235.2 CAH0049463.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Clonostachys solani"
GCA_947670415.1 CAI5759568.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Candida verbasci"
GCA_947670415.1 CAI5755949.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Candida verbasci"
GCA_027946355.1 KAJ4293031.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Collariella sp. IMI 366227"
GCA_027946355.1 KAJ4296020.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Collariella sp. IMI 366227"
GCA_001651985.1 OAP65404.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fonsecaea erecta"
GCA_018257855.2 KAK0517018.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Cladonia borealis"
GCA_018257855.2 KAK0515608.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Cladonia borealis"
GCA_019044685.2 KAH7624522.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Chlorella desiccata (nom. nud.)"
GCA_019044685.2 KAH7621354.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Chlorella desiccata (nom. nud.)"
GCA_019044685.2 KAH7619429.1 "DNA mismatch repair protein Msh2" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Chlorella desiccata (nom. nud.)"
GCA_020747045.1 KAH7392298.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phaeosphaeria sp. MPI-PUGE-AT-0046c"
GCA_027946455.1 KAJ4375770.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Neocucurbitaria cava"
GCA_027946455.1 KAJ4372486.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Neocucurbitaria cava"
GCA_016834605.1 KAG2424130.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Chlamydomonas incerta"
GCA_016834605.1 KAG2424933.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 7 [Arabidopsis thaliana]" "Chlamydomonas incerta"
GCA_022343325.1 KAH9881004.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Plenodomus biglobosus"
GCA_022343325.1 KAH9879288.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Plenodomus biglobosus"
GCA_900102585.1 SDA06825.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Microbotryum saponariae"
GCA_001643675.2 KAH7828407.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Monocercomonoides exilis"
GCA_001643675.2 KAH7821930.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Monocercomonoides exilis"
GCA_026901365.1 KAJ1419832.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Sesbania bispinosa"
GCA_026901365.1 KAJ1394697.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Sesbania bispinosa"
GCA_026901365.1 KAJ1392341.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Sesbania bispinosa"
GCA_026901365.1 KAJ1431748.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Sesbania bispinosa"
GCA_026023875.1 KAI9666618.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Bathelium mastoideum"
GCA_026023875.1 KAI9656025.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Bathelium mastoideum"
GCA_025563575.1 KAI9128946.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Acacia pycnantha"
GCA_025563575.1 KAI9094771.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Acacia pycnantha"
GCA_025563575.1 KAI9102125.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Acacia pycnantha"
