uniprot	embl	organism	tax_id	prot_len	gene	product	pwwp_start	pwwp_end	pwwp_len	has_genomic_exons	n_total_exons	n_exons_in_pwwp	break_from_pwwp_start
A0A834UFN3	KAF7435605.1	Vespula pensylvanica	30213	264			114	202	89	False	1	0	
A0A834V235	KAF7480811.1	Marmota monax	9995	1261			1	94	94	True	9	2	52
A0A834V402	KAF7480810.1	Marmota monax	9995	1336			92	195	104	True	9	2	62
A0A834VGF5	KAF7494174.1	Sarcoptes scabiei	52283	1483			373	465	93	True	5	1	
A0A834WBT6	KAF7816697.1	Senna tora	362788	1088			269	373	105	True	22	3	54
A0A834WC32	KAF7817027.1	Senna tora	362788	752			25	65	41	False	1	0	
A0A834XFD7	KAF7843455.1	Senna tora	362788	767			11	108	98	False	1	0	
A0A834XMX8	KAF7988926.1	Aphidius gifuensis	684658	846			67	339	273	True	10	4	14
A0A834XND2	KAF7990285.1	Aphidius gifuensis	684658	2125			1971	2059	89	False	1	0	
A0A834XTV4	KAF7992681.1	Aphidius gifuensis	684658	1222			132	743	612	True	7	4	31
A0A834XW71	KAF7993310.1	Aphidius gifuensis	684658	1155			1030	1140	111	True	5	2	65
A0A834XZ19	KAF7994881.1	Aphidius gifuensis	684658	606			282	366	85	True	5	2	61
A0A834Y0G0	KAF7994867.1	Aphidius gifuensis	684658	502			5	91	87	True	10	4	6
A0A834Y1G5	KAF7997468.1	Aphidius gifuensis	684658	3300			12	88	77	False	1	0	
A0A834YGB0	KAF8380774.1	Tetracentron sinense	13715	857			18	115	98	False	1	0	
A0A834YH29	KAF8379697.1	Tetracentron sinense	13715	1090			274	378	105	True	22	3	54
A0A834YKM5	KAF8388856.1	Tetracentron sinense	13715	884			58	155	98	True	4	2	46
A0A834YSU7	KAF8392606.1	Tetracentron sinense	13715	1287			213	296	84	False	1	0	
A0A834YVW6	KAF8395292.1	Tetracentron sinense	13715	355			175	256	82	True	9	5	16
A0A834YXF6	KAF8397629.1	Tetracentron sinense	13715	1580			615	697	83	True	6	1	
A0A834Z0E3	KAF8394552.1	Tetracentron sinense	13715	1337			268	351	84	True	2	1	
A0A834ZB88	KAF8402765.1	Tetracentron sinense	13715	1732			1085	1167	83	False	1	0	
A0A834ZFK0	KAF8401632.1	Tetracentron sinense	13715	1476			23	112	90	True	11	3	16
A0A834ZZQ0	KAF8642228.1	Digitaria exilis	1010633	876			98	180	83	False	1	0	
A0A835A8T4	KAF8656503.1	Digitaria exilis	1010633	1032			270	364	95	True	24	4	9
A0A835ATZ4	KAF8671051.1	Digitaria exilis	1010633	711			21	96	76	False	1	0	
A0A835BEY6	KAF8695882.1	Digitaria exilis	1010633	1049			243	350	108	True	24	3	57
A0A835BLX2	KAF8703818.1	Digitaria exilis	1010633	1317			252	334	83	False	1	0	
A0A835C484	KAF8719534.1	Digitaria exilis	1010633	1317			252	334	83	False	1	0	
A0A835C572	KAF8720985.1	Digitaria exilis	1010633	1465			23	111	89	True	10	3	16
A0A835CPY9	KAF7991174.1	Aphidius gifuensis	684658	1000			391	484	94	True	2	1	
A0A835CTB9	KAF7993123.1	Aphidius gifuensis	684658	706			591	681	91	False	1	0	
A0A835D3L8	KAF8380051.1	Tetracentron sinense	13715	1171			270	374	105	True	22	3	54
A0A835DFQ8	KAF8401506.1	Tetracentron sinense	13715	1298			229	312	84	False	1	0	
A0A835DFX9	KAF8398719.1	Tetracentron sinense	13715	1539			21	110	90	True	10	3	16
A0A835DGW4	KAF8399694.1	Tetracentron sinense	13715	1239			278	358	81	False	1	0	
A0A835DKG4	KAF8407448.1	Tetracentron sinense	13715	1572			21	110	90	True	10	3	16
A0A835DUD8	KAF8412877.1	Tetracentron sinense	13715	885			32	129	98	True	5	2	46
A0A835DWT3	KAF8643612.1	Digitaria exilis	1010633	977			175	278	104	False	1	0	
A0A835DXY8	KAF8647454.1	Digitaria exilis	1010633	1402			22	114	93	True	11	3	16
A0A835EA47	KAF8680716.1	Digitaria exilis	1010633	558			47	126	80	False	1	0	
A0A835EA83	KAF8675846.1	Digitaria exilis	1010633	884			78	185	108	False	1	0	
A0A835EVE4	KAF8712557.1	Digitaria exilis	1010633	1401			22	114	93	False	1	0	
A0A835F1Q5	KAF8725725.1	Digitaria exilis	1010633	521			95	179	85	False	1	0	
A0A835F1X6	KAF8725878.1	Digitaria exilis	1010633	962			28	93	66	True	2	1	
A0A835F6T7	KAF8729756.1	Digitaria exilis	1010633	824			25	122	98	True	4	2	46
A0A835FB01	KAF8733599.1	Digitaria exilis	1010633	977			175	278	104	True	22	2	54
A0A835FFM9	KAF8750219.1	Digitaria exilis	1010633	824			25	122	98	True	4	2	46
A0A835FMB1	KAF8762619.1	Digitaria exilis	1010633	1168			68	144	77	False	1	0	
A0A835FR21	KAF8769540.1	Digitaria exilis	1010633	407			27	108	82	True	6	4	16
A0A835FTY5	KAF8775111.1	Digitaria exilis	1010633	558			47	126	80	False	1	0	
A0A835GB15	KAF9410747.1	Spodoptera exigua	7107	446			356	445	90	True	7	2	43
A0A835GIX2	KAF9417319.1	Spodoptera exigua	7107	1530			1418	1520	103	False	1	0	
A0A835H0D7	KAF9590059.1	Coptis chinensis	261450	2287			879	2096	1218	True	10	5	638
A0A835H0P4	KAF9588598.1	Coptis chinensis	261450	1428			782	864	83	False	1	0	
A0A835HUV2	KAF9604728.1	Coptis chinensis	261450	1170			155	238	84	False	1	0	
A0A835I7W1	KAF9614060.1	Coptis chinensis	261450	972			15	112	98	False	1	0	
A0A835IDT4	KAF9614733.1	Coptis chinensis	261450	1067			120	203	84	False	1	0	
A0A835IV96	KAF9624044.1	Coptis chinensis	261450	1374			23	111	89	True	12	3	16
A0A835J1D9	KAF9625363.1	Coptis chinensis	261450	971			177	258	82	False	1	0	
A0A835JDF2	KAF9667346.1	Salix dunnii	1413687	1185			288	392	105	False	1	0	
A0A835JHK9	KAF9669466.1	Salix dunnii	1413687	1198			307	426	120	True	26	5	18
A0A835JIX1	KAF9671113.1	Salix dunnii	1413687	1049			236	341	106	True	22	3	55
A0A835JJJ8	KAF9670456.1	Salix dunnii	1413687	773			16	113	98	False	1	0	
A0A835JR90	KAF9671575.1	Salix dunnii	1413687	1093			221	304	84	False	1	0	
A0A835JSQ2	KAF9676727.1	Salix dunnii	1413687	1511			898	980	83	False	1	0	
A0A835JZF0	KAF9680310.1	Salix dunnii	1413687	1862			259	342	84	False	1	0	
A0A835JZF2	KAF9678688.1	Salix dunnii	1413687	1424			19	102	84	False	1	0	
A0A835K2U5	KAF9682035.1	Salix dunnii	1413687	1396			19	109	91	True	13	3	16
A0A835K3X7	KAF9681573.1	Salix dunnii	1413687	1121			91	171	81	False	1	0	
A0A835L029	KAF9409251.1	Spodoptera exigua	7107	2221			257	1865	1609	True	13	8	31
A0A835L179	KAF9410021.1	Spodoptera exigua	7107	610			8	84	77	True	15	2	42
A0A835LEG9	KAF9421882.1	Spodoptera exigua	7107	403			138	252	115	False	1	0	
A0A835LL62	KAF9598975.1	Coptis chinensis	261450	267			107	182	76	False	1	0	
A0A835LWG5	KAF9601961.1	Coptis chinensis	261450	153			53	139	87	True	4	3	49
A0A835ML08	KAF9661298.1	Salix dunnii	1413687	776			14	111	98	False	1	0	
A0A835MQ81	KAF9669411.1	Salix dunnii	1413687	1400			26	117	92	True	11	3	16
A0A835N454	KAF9685118.1	Salix dunnii	1413687	771			25	116	92	True	3	2	46
A0A835NBH2	KAF9689906.1	Salix dunnii	1413687	773			25	122	98	False	1	0	
A0A835NGY0	KAG0114846.1	Lamprotornis superbus	245042	1280			1	94	94	False	1	0	
A0A835NI38	KAG0115446.1	Lamprotornis superbus	245042	706			5	88	84	False	1	0	
A0A835NMC8	KAG0117711.1	Lamprotornis superbus	245042	1274			256	336	81	True	26	3	12
A0A835NX04	KAG0123120.1	Lamprotornis superbus	245042	598			477	598	122	False	1	0	
A0A835P451	KAG0134566.1	Lamprotornis superbus	245042	602			275	359	85	True	14	3	2
A0A835PG87	KAG0451845.1	Vanilla planifolia	51239	203			144	164	21	False	1	0	
A0A835PND8	KAG0454458.1	Vanilla planifolia	51239	537			21	110	90	False	1	0	
A0A835PXZ5	KAG0460516.1	Vanilla planifolia	51239	637			19	116	98	True	5	2	46
A0A835Q0W7	KAG0461042.1	Vanilla planifolia	51239	706			12	96	85	True	2	1	
A0A835Q5Y7	KAG0461952.1	Vanilla planifolia	51239	782			19	116	98	True	4	2	46
A0A835QFV8	KAG0471769.1	Vanilla planifolia	51239	893			120	203	84	True	2	1	
A0A835QRD3	KAG0474659.1	Vanilla planifolia	51239	314			140	219	80	False	1	0	
A0A835R8E3	KAG0486364.1	Vanilla planifolia	51239	483			237	337	101	True	8	3	52
A0A835R8V4	KAG0485893.1	Vanilla planifolia	51239	975			227	317	91	False	1	0	
A0A835RC03	KAG0483633.1	Vanilla planifolia	51239	692			44	127	84	True	2	1	
A0A835RRZ1	KAG0491118.1	Vanilla planifolia	51239	1034			323	415	93	True	24	4	8
A0A835RSL8	KAG0497765.1	Vanilla planifolia	51239	761			19	116	98	True	3	2	46
A0A835RZ89	KAG0494658.1	Vanilla planifolia	51239	465			1	108	108	False	1	0	
A0A835SCH0	KAG0501258.1	Vanilla planifolia	51239	805			23	120	98	False	1	0	
A0A835SUH2	KAG2426845.1	Chlamydomonas schloesseri	2026947	3698			328	462	135	True	25	1	
A0A835T8K8	KAG2433565.1	Chlamydomonas schloesseri	2026947	1962			875	1004	130	True	22	3	41
A0A835TBF6	KAG2440971.1	Chlamydomonas incerta	51695	2525			26	112	87	True	10	3	13
A0A835TH78	KAF9687915.1	Salix dunnii	1413687	1559			236	338	103	False	1	0	
A0A835TSP1	KAG0117617.1	Lamprotornis superbus	245042	777			4	68	65	True	22	2	49
A0A835TU61	KAG0116689.1	Lamprotornis superbus	245042	1123			991	1108	118	False	1	0	
A0A835TZ30	KAG0123055.1	Lamprotornis superbus	245042	2597			95	1414	1320	True	26	18	36
A0A835TZ41	KAG0127271.1	Lamprotornis superbus	245042	1203			1072	1191	120	False	1	0	
A0A835U9H0	KAG0453367.1	Vanilla planifolia	51239	63			21	62	42	False	1	0	
A0A835UIE1	KAG0462548.1	Vanilla planifolia	51239	706			12	96	85	True	2	1	
A0A835UJG3	KAG0462985.1	Vanilla planifolia	51239	250			47	133	87	False	1	0	
A0A835URF3	KAG0472929.1	Vanilla planifolia	51239	314			140	219	80	False	1	0	
A0A835V9D5	KAG0489308.1	Vanilla planifolia	51239	1047			299	391	93	False	1	0	
A0A835V9K2	KAG0492579.1	Vanilla planifolia	51239	426			51	134	84	True	6	4	16
A0A835VDM3	KAG0496824.1	Vanilla planifolia	51239	805			23	120	98	False	1	0	
A0A835VMV1	KAG2422697.1	Chlamydomonas incerta	51695	3568			255	390	136	True	25	3	26
A0A835W8A3	KAG2439436.1	Chlamydomonas incerta	51695	2433			356	808	453	True	23	9	6
A0A835WN93	KAG2450482.1	Chlamydomonas schloesseri	2026947	2499			27	109	83	False	1	0	
A0A835XJ70	KAG2485088.1	Edaphochlamys debaryana	47281	3673			300	346	47	False	1	0	
A0A835XMN7	KAG2486142.1	Edaphochlamys debaryana	47281	1571			396	451	56	True	24	4	6
A0A835YWT3	KAG5181522.1	Tribonema minus	303371	1399			23	99	77	True	34	4	15
A0A835ZCQ9	KAG5190606.1	Tribonema minus	303371	184			12	93	82	True	2	2	43
A0A835ZNS6	KAG5198077.1	Ovis aries	9940	191			17	84	68	False	1	0	
A0A835ZSF4	KAG5196846.1	Ovis aries	9940	1555			1424	1541	118	True	23	3	19
A0A835ZWE9	KAG5197419.1	Ovis aries	9940	390			65	230	166	True	9	4	22
A0A836A4E0	KAG5209472.1	Ovis aries	9940	732			611	732	122	False	1	0	
A0A836ACK5	KAG5209042.1	Ovis aries	9940	2698			318	1853	1536	True	22	15	36
A0A836CFN4	KAG5182126.1	Tribonema minus	303371	98			42	98	57	False	1	0	
A0A836CJ78	KAG5188097.1	Tribonema minus	303371	271			9	84	76	True	2	2	36
A0A836CR23	KAG5194454.1	Ovis aries	9940	1453			283	1069	787	False	1	0	
A0A836CTY2	KAG5195386.1	Ovis aries	9940	635			298	414	117	True	16	5	19
A0A836CU07	KAG5197544.1	Ovis aries	9940	1741			1610	1729	120	False	1	0	
A0A836D194	KAG5207921.1	Ovis aries	9940	1458			313	1067	755	False	1	0	
A0A836D4E7	KAG5211279.1	Ovis aries	9940	1164			282	415	134	False	1	0	
A0A836D4M8	KAG5212826.1	Ovis aries	9940	1189			1058	1177	120	False	1	0	
A0A836D6B3	KAG5213409.1	Ovis aries	9940	530			5	92	88	False	1	0	
A0A836E296	KAG5307959.1	Acromyrmex insinuator	230686	622	Zmynd11		287	371	85	True	5	2	61
A0A836E6B7	KAG5312836.1	Acromyrmex insinuator	230686	898	Brpf1		773	883	111	True	7	1	
A0A836EDX0	KAG5310379.1	Acromyrmex insinuator	230686	447	Zcwpw1		281	398	118	False	1	0	
A0A836ENK1	KAG5311145.1	Acromyrmex insinuator	230686	1435	Dnmt3b		647	915	269	False	1	0	
A0A836ENK5	KAG5309102.1	Pseudoatta argentina	621737	1114	Zmynd8		370	463	94	False	1	0	
A0A836EP61	KAG5308625.1	Pseudoatta argentina	621737	618	Zmynd11		287	371	85	True	5	2	61
A0A836ETV3	KAG5320110.1	Pseudoatta argentina	621737	1313	Nsd2		131	820	690	True	13	8	31
A0A836EX28	KAG5315935.1	Acromyrmex insinuator	230686	527	Glyr1		26	113	88	False	1	0	
A0A836F0Y3	KAG5334017.1	Acromyrmex charruanus	2715315	1663	Mbd5		1518	1605	88	True	4	1	
A0A836F6A9	KAG5328135.1	Acromyrmex charruanus	2715315	1058	Zmynd8		372	465	94	True	6	1	
A0A836FAV1	KAG5321210.1	Pseudoatta argentina	621737	1447	Dnmt3b		664	932	269	True	19	9	13
A0A836FDV5	KAG5322867.1	Pseudoatta argentina	621737	831	Brpf1_0		706	816	111	True	6	1	
A0A836FFI1	KAG5326166.1	Acromyrmex heyeri	230685	898	Brpf1		773	883	111	True	7	1	
A0A836FKW4	KAG5329147.1	Acromyrmex charruanus	2715315	740	Pwwp2b		625	716	92	True	6	2	22
A0A836FUT8	KAG5333082.1	Acromyrmex heyeri	230685	1387	Dnmt3b		616	852	237	False	1	0	
A0A836FVK5	KAG5332861.1	Acromyrmex heyeri	230685	1316	Nsd2		134	823	690	False	1	0	
A0A836FX68	KAG5336654.1	Acromyrmex charruanus	2715315	898	Brpf1		773	883	111	False	1	0	
A0A836G3C7	KAG5341150.1	Acromyrmex charruanus	2715315	1426	Dnmt3b		616	884	269	True	17	9	13
A0A836JEQ2	KAG5310294.1	Acromyrmex insinuator	230686	1016	Zmynd8		370	463	94	False	1	0	
A0A836JFY4	KAG5312514.1	Acromyrmex insinuator	230686	1327	Nsd1		134	834	701	False	1	0	
A0A836JH26	KAG5311360.1	Acromyrmex insinuator	230686	729	Pwwp2b		614	705	92	True	7	2	22
A0A836JJQ1	KAG5316074.1	Pseudoatta argentina	621737	740	Pwwp2b		625	716	92	False	1	0	
A0A836JMW2	KAG5318087.1	Pseudoatta argentina	621737	222	Mbd5		77	164	88	False	1	0	
A0A836JVE7	KAG5326752.1	Acromyrmex heyeri	230685	588	Hdgf		8	87	80	False	1	0	
A0A836JY80	KAG5330174.1	Acromyrmex heyeri	230685	622	Zmynd11		287	371	85	False	1	0	
A0A836K1Z1	KAG5328574.1	Acromyrmex charruanus	2715315	588	Hdgf		8	87	80	False	1	0	
A0A836K424	KAG5346800.1	Acromyrmex charruanus	2715315	618	Zmynd11		287	371	85	False	1	0	
A0A836K7T8	KAG5346429.1	Acromyrmex charruanus	2715315	1313	Nsd2		131	820	690	False	1	0	
A0A843TUK6	MQL74881.1	Colocasia esculenta	4460	1064			290	384	95	True	21	3	52
A0A843UGR9	MQL81090.1	Colocasia esculenta	4460	405			52	131	80	True	8	4	16
A0A843US97	MQL84570.1	Colocasia esculenta	4460	942			21	105	85	True	4	1	
A0A843V1L7	MQL89868.1	Colocasia esculenta	4460	72			25	66	42	False	1	0	
A0A843V6Q6	MQL91981.1	Colocasia esculenta	4460	1093			192	269	78	True	7	1	
A0A843W349	MQM00141.1	Colocasia esculenta	4460	846			69	148	80	True	5	1	
A0A843WDF0	MQM03671.1	Colocasia esculenta	4460	940			270	357	88	True	4	2	13
A0A843WP39	MQM05774.1	Colocasia esculenta	4460	390			247	306	60	True	9	3	16
A0A843X5R6	MQM13234.1	Colocasia esculenta	4460	1684			666	743	78	True	2	1	
A0A843XFX6	MQM18162.1	Colocasia esculenta	4460	823			21	99	79	True	3	1	
A0A850T7C9	NWH17231.1	Grus americana	9117	201	Hdgf		9	65	57	True	3	1	
A0A850TE82	NWH18055.1	Grus americana	9117	483	Psip1		8	87	80	True	14	3	16
A0A850TGU9	NWH18283.1	Grus americana	9117	594	Hdgfl2		12	64	53	True	13	2	28
A0A850TJA9	NWH16158.1	Grus americana	9117	553	Glyr1		14	88	75	True	14	3	11
A0A850TN94	NWH20068.1	Grus americana	9117	175	Hdgfl3		11	64	54	True	3	2	38
A0A850TTN1	NWH22017.1	Grus americana	9117	1153	Brpf3		1051	1152	102	True	11	2	15
A0A850TU67	NWH22395.1	Grus americana	9117	809	Dnmt3b		242	323	82	True	18	3	13
A0A850U021	NWH24427.1	Grus americana	9117	617	Zmynd11		297	365	69	True	14	3	28
A0A850U158	NWH24656.1	Grus americana	9117	704	Pwwp2a		605	688	84	True	2	0	
A0A850U9V8	NWH28439.1	Grus americana	9117	2241	Nsd1		27	1558	1532	True	23	22	7
A0A850UA27	NWH27018.1	Grus americana	9117	726	Dnmt3a		80	161	82	True	15	4	6
A0A850UGG7	NWH29651.1	Chloropsis hardwickii	667144	812	Nsd2		224	305	82	True	11	2	30
A0A850UIH5	NWH30983.1	Chloropsis hardwickii	667144	1189	Brd1		1062	1168	107	True	11	2	15
A0A850UJM2	NWH30158.1	Chloropsis hardwickii	667144	175	Hdgfl3		11	64	54	True	3	2	15
A0A850ULY6	NWH32565.1	Chloropsis hardwickii	667144	1164	Nsd1_1		21	105	85	True	8	3	9
A0A850UV89	NWH35336.1	Chloropsis hardwickii	667144	617	Zmynd11		297	365	69	True	14	2	34
A0A850UWH5	NWH33972.1	Chloropsis hardwickii	667144	553	Glyr1		14	88	75	True	14	3	10
A0A850V7G2	NWH37558.1	Chloropsis hardwickii	667144	1251	Msh6_1		9	98	90	True	7	2	59
A0A850V876	NWH37742.1	Chloropsis hardwickii	667144	553	Psip1		8	87	80	True	14	2	29
A0A850V9V8	NWH41047.1	Chloropsis hardwickii	667144	612	Hdgfl2		8	87	80	True	14	3	16
A0A850VFJ3	NWH41270.1	Chloropsis hardwickii	667144	701	Dnmt3a		81	162	82	True	16	2	45
A0A850VMI2	NWH44693.1	Fregata magnificens	37042	445	Pwwp2a		346	429	84	False	1	0	
A0A850VPC0	NWH43744.1	Fregata magnificens	37042	645	Hdgfl2		8	87	80	True	15	3	22
A0A850VQ62	NWH45839.1	Fregata magnificens	37042	591	Pwwp2b		492	575	84	False	1	0	
A0A850VXU5	NWH46008.1	Fregata magnificens	37042	1149	Brpf3		1047	1148	102	True	11	0	
A0A850VYV7	NWH48553.1	Fregata magnificens	37042	175	Hdgfl3		11	64	54	True	3	2	38
A0A850W3L4	NWH50936.1	Fregata magnificens	37042	1447	Nsd3		272	1058	787	True	22	14	88
A0A850W4B2	NWH51216.1	Fregata magnificens	37042	540	Glyr1		1	75	75	True	14	3	23
A0A850W9X0	NWH50894.1	Fregata magnificens	37042	2233	Nsd1		18	1556	1539	True	23	15	30
A0A850WJ00	NWH54484.1	Fregata magnificens	37042	1278	Msh6		9	98	90	True	8	2	59
A0A850WKK2	NWH53062.1	Fregata magnificens	37042	1135	Brpf1		1008	1118	111	True	12	1	
A0A850WM32	NWH55634.1	Fregata magnificens	37042	205	Hdgf		9	65	57	True	3	1	
A0A850WN42	NWH71760.1	Piaya cayana	33601	152	Hdgf		6	64	59	False	1	0	
A0A850WRI1	NWH70651.1	Piaya cayana	33601	1437	Nsd3		273	1048	776	True	22	15	32
A0A850WW25	NWH73828.1	Piaya cayana	33601	1257	Msh6		9	98	90	True	7	2	58
A0A850X4G5	NWH76774.1	Piaya cayana	33601	1135	Brpf1		1008	1118	111	True	12	1	
A0A850X625	NWH77062.1	Piaya cayana	33601	553	Glyr1		14	88	75	True	14	3	10
A0A850XAX2	NWH78767.1	Piaya cayana	33601	573	Hdgfl2		8	87	80	True	13	2	63
A0A850XGF1	NWH79475.1	Piaya cayana	33601	786	Dnmt3b		207	288	82	True	17	3	31
A0A850XL11	NWH82204.1	Piaya cayana	33601	552	Pwwp2b		453	536	84	False	1	0	
A0A850XPK8	NWH83377.1	Aegithalos caudatus	73327	1397	Nsd2		224	1005	782	True	21	15	30
A0A850XTE1	NWH85626.1	Aegithalos caudatus	73327	451	Pwwp2a		352	435	84	False	1	0	
A0A850XXW4	NWH85215.1	Aegithalos caudatus	73327	223	Hdgf		13	92	80	True	4	2	50
A0A850XZ59	NWH87331.1	Aegithalos caudatus	73327	1275	Msh6		9	98	90	True	8	3	17
A0A850Y3S9	NWH88680.1	Aegithalos caudatus	73327	1145	Brpf3		1043	1144	102	True	11	2	15
A0A850Y6A1	NWH89520.1	Aegithalos caudatus	73327	540	Glyr1		1	75	75	True	14	3	23
A0A850YCD1	NWH91560.1	Aegithalos caudatus	73327	1169	Nsd1_1		21	105	85	True	8	3	9
A0A850YRR6	NWH95967.1	Aegithalos caudatus	73327	1135	Brpf1		1008	1118	111	True	12	2	15
A0A850YTK8	NWH96781.1	Tichodroma muraria	237442	615	Pwwp2a		516	599	84	False	1	0	
A0A850Z083	NWI02479.1	Tichodroma muraria	237442	911	Dnmt3a		263	344	82	True	18	2	45
A0A851AQK4	NWI33774.1	Sula dactylatra	56068	202	Hdgf		8	64	57	True	3	1	
A0A851AT25	NWI36309.1	Picathartes gymnocephalus	175131	1135	Brpf1		1008	1118	111	True	12	2	15
A0A851B790	NWI39274.1	Picathartes gymnocephalus	175131	250	Dnmt3b		10	56	47	True	4	1	
A0A851BAN6	NWI36496.1	Picathartes gymnocephalus	175131	175	Hdgfl3		11	64	54	True	3	2	15
A0A851BJP6	NWI46685.1	Picathartes gymnocephalus	175131	617	Zmynd11		297	365	69	True	14	3	28
A0A851BKF1	NWI46939.1	Picathartes gymnocephalus	175131	550	Pwwp2b		451	534	84	False	1	0	
A0A851BPS8	NWI46990.1	Picathartes gymnocephalus	175131	1403	Nsd2		224	1011	788	True	21	15	30
A0A851BU44	NWI47788.1	Picathartes gymnocephalus	175131	1250	Msh6		9	98	90	True	7	2	58
A0A851BVM9	NWI48322.1	Picathartes gymnocephalus	175131	691	Pwwp2a		592	675	84	True	2	0	
A0A851BXL2	NWI48926.1	Calyptomena viridis	135972	590	Hdgfl2		12	64	53	True	13	2	27
A0A851C2V6	NWI50659.1	Calyptomena viridis	135972	1095	Zmynd8		223	291	69	True	19	3	21
A0A851C629	NWI51870.1	Calyptomena viridis	135972	549	Glyr1		10	84	75	True	14	3	14
A0A851C7Y7	NWI52855.1	Calyptomena viridis	135972	1118	Brpf1		1008	1113	106	True	12	2	15
A0A851CBK0	NWI53700.1	Calyptomena viridis	135972	445	Pwwp2a		346	429	84	False	1	0	
A0A851CFK0	NWI54896.1	Calyptomena viridis	135972	1252	Msh6		9	98	90	True	7	2	58
A0A851CKW4	NWI58051.1	Calyptomena viridis	135972	942	Nsd2		450	537	88	True	17	3	32
A0A851CL65	NWI56940.1	Calyptomena viridis	135972	248	Dnmt3b		10	57	48	True	4	1	
A0A851CM42	NWI57918.1	Calyptomena viridis	135972	1162	Nsd1_1		21	105	85	True	8	3	9
A0A851CNB8	NWI57783.1	Calyptomena viridis	135972	1139	Brpf3		1037	1138	102	True	11	2	15
A0A851CP85	NWI59015.1	Calyptomena viridis	135972	617	Zmynd11		297	365	69	True	14	3	28
A0A851CPM2	NWI58492.1	Calyptomena viridis	135972	532	Pwwp2b		433	516	84	False	1	0	
A0A851CSH3	NWI59668.1	Calyptomena viridis	135972	175	Hdgfl3		11	64	54	True	3	2	15
A0A851CZ34	NWI61650.1	Calyptomena viridis	135972	514	Psip1		8	87	80	True	13	2	67
A0A851D0M3	NWI61317.1	Calyptomena viridis	135972	1182	Brd1		1059	1161	103	True	12	0	
A0A851D630	NWI63903.1	Todus mexicanus	135184	792	Dnmt3a		282	363	82	True	17	2	45
A0A851D8K0	NWI64753.1	Todus mexicanus	135184	147	Hdgf		7	66	60	False	1	0	
A0A851DAV1	NWI64607.1	Todus mexicanus	135184	1135	Brpf1		1008	1118	111	True	12	1	
A0A851DI30	NWI67017.1	Todus mexicanus	135184	540	Glyr1		1	75	75	True	14	3	23
A0A851DQ94	NWI70378.1	Todus mexicanus	135184	445	Pwwp2a		346	429	84	False	1	0	
A0A851DUV0	NWI71646.1	Todus mexicanus	135184	370	Pwwp2b		271	354	84	False	1	0	
A0A851E473	NWI73917.1	Dryoscopus gambensis	85069	223	Hdgf		13	92	80	True	4	2	50
A0A851EB74	NWI76187.1	Dryoscopus gambensis	85069	540	Glyr1		1	75	75	True	14	3	11
A0A851EEE6	NWI79180.1	Dryoscopus gambensis	85069	1274	Msh6		9	98	90	True	8	2	59
A0A851EEK6	NWI81191.1	Dryoscopus gambensis	85069	615	Hdgfl2		12	64	53	True	14	2	13
A0A851EL47	NWI83155.1	Dryoscopus gambensis	85069	1148	Brpf3		1046	1147	102	True	11	2	15
A0A851EMG3	NWI82326.1	Dryoscopus gambensis	85069	451	Pwwp2a		352	435	84	False	1	0	
A0A851EY01	NWI86476.1	Pitta sordida	9163	1438	Nsd3		272	1049	778	True	22	14	88
A0A851F047	NWI84637.1	Pitta sordida	9163	537	Pwwp2b		438	521	84	False	1	0	
A0A851F737	NWI90799.1	Pitta sordida	9163	445	Pwwp2a		346	429	84	False	1	0	
A0A851FHB6	NWI93551.1	Pitta sordida	9163	811	Dnmt3b		240	321	82	True	18	3	19
A0A851FM70	NWI95709.1	Pitta sordida	9163	1135	Brpf1		1008	1118	111	True	12	2	15
A0A851FNI0	NWI95811.1	Pitta sordida	9163	1275	Msh6		9	98	90	True	8	2	59
A0A851FPG2	NWI96469.1	Pitta sordida	9163	202	Hdgf		1	67	67	False	1	0	
A0A851FWF8	NWI96363.1	Pitta sordida	9163	175	Hdgfl3		11	64	54	True	3	2	38
A0A851IT73	NXB70313.1	Donacobius atricapilla	237420	1145	Brpf3		1043	1144	102	True	11	2	15
A0A851IVY3	NXB70210.1	Donacobius atricapilla	237420	1164	Nsd1_1		21	105	85	True	8	3	9
A0A851IWL6	NXB70494.1	Donacobius atricapilla	237420	1406	Nsd2		224	997	774	True	21	15	30
A0A851J3X5	NXB72940.1	Donacobius atricapilla	237420	1010	Nsd3		544	621	78	True	18	2	35
A0A851J5J5	NXB74107.1	Donacobius atricapilla	237420	175	Hdgfl3		11	64	54	True	3	2	15
A0A851J814	NXB73886.1	Donacobius atricapilla	237420	243	Dnmt3b		10	56	47	True	4	1	
A0A851J8I9	NXB71871.1	Donacobius atricapilla	237420	617	Zmynd11		297	365	69	True	14	2	34
A0A851J9H2	NXB73262.1	Donacobius atricapilla	237420	545	Pwwp2b		446	529	84	False	1	0	
A0A851JB51	NXB75660.1	Donacobius atricapilla	237420	1186	Brd1		1059	1165	107	True	11	2	15
A0A851JBU7	NXB74052.1	Donacobius atricapilla	237420	1135	Brpf1		1008	1118	111	True	12	2	15
A0A851JJG8	NXB77125.1	Donacobius atricapilla	237420	559	Psip1		8	87	80	True	14	2	29
A0A851JSD4	NXB81440.1	Donacobius atricapilla	237420	1249	Msh6		9	98	90	True	7	2	59
A0A851JUI8	NXB82226.1	Donacobius atricapilla	237420	224	Hdgf_0		13	92	80	True	4	3	16
