uniprot	embl	organism	tax_id	prot_len	gene	product	tudor_start	tudor_end	tudor_len	has_genomic_exons	n_total_exons	n_exons_in_tudor	break_from_tudor_start
A0A7R9L928	CAD7637214.1	Oppiella nova	334625	674			67	636	570	True	5	4	395
A0A7R9LFL4	CAD7639547.1	Oppiella nova	334625	598			83	554	472	True	3	2	62
A0A7R9LQT4	CAD7645498.1	Oppiella nova	334625	755			129	227	99	True	9	3	70
A0A7R9LVE9	CAD7648557.1	Medioppia subpectinata	1979941	224			161	224	64	True	2	1	
A0A7R9LXH4	CAD7649566.1	Oppiella nova	334625	405			210	333	124	True	5	2	122
A0A7R9LXZ1	CAD7649877.1	Medioppia subpectinata	1979941	187			3	113	111	True	2	2	109
A0A7R9LYF1	CAD7650190.1	Medioppia subpectinata	1979941	190			92	175	84	True	2	2	10
A0A7R9M2B0	CAD7652198.1	Oppiella nova	334625	1225			1062	1191	130	True	10	3	28
A0A7R9M4C1	CAD7653099.1	Oppiella nova	334625	436			293	366	74	True	8	1	
A0A7R9M6T6	CAD7654650.1	Oppiella nova	334625	433			232	330	99	True	2	2	92
A0A7R9MB67	CAD7656804.1	Oppiella nova	334625	767			452	725	274	True	8	3	180
A0A7R9ME29	CAD7658498.1	Oppiella nova	334625	683			254	389	136	True	5	1	
A0A7R9MUC1	CAD7665435.1	Oppiella nova	334625	218			59	175	117	True	1	0	
A0A7R9NI68	CAD7980117.1	Argulus foliaceus	509924	997			381	925	545	False	1	0	
A0A7R9NNK8	CAD7987108.1	Argulus foliaceus	509924	1306			546	918	373	False	1	0	
A0A7R9NXT9	CAD7460148.1	Timema tahoe	61484	150			38	106	69	True	3	1	
A0A7R9NY16	CAD7460501.1	Timema tahoe	61484	1650			967	1068	102	True	27	2	75
A0A7R9P1X2	CAD7464340.1	Timema tahoe	61484	226			81	156	76	True	5	2	58
A0A7R9P8L4	CAD7574164.1	Timema californicum	61474	1620			676	773	98	True	24	3	10
A0A7R9PF29	CAD7580910.1	Timema californicum	61474	135			4	78	75	True	3	2	51
A0A7R9PG30	CAD7581952.1	Timema californicum	61474	164			1	92	92	True	1	1	
A0A7R9PP96	CAD7602420.1	Timema genevievae	629358	363			176	358	183	True	6	3	32
A0A7R9PT13	CAD7615160.1	Timema genevievae	629358	504			350	451	102	True	8	3	9
A0A7R9Q1E1	CAD7628013.1	Medioppia subpectinata	1979941	359			159	273	115	True	3	2	57
A0A7R9Q1W9	CAD7629258.1	Medioppia subpectinata	1979941	359			153	273	121	True	3	2	62
A0A7R9Q2W8	CAD7630216.1	Medioppia subpectinata	1979941	423			227	349	123	True	5	2	121
A0A7R9Q5R1	CAD7632102.1	Medioppia subpectinata	1979941	898			482	606	125	True	9	2	72
A0A7R9QDW2	CAD7641150.1	Oppiella nova	334625	466			152	265	114	True	6	3	46
A0A7R9QF17	CAD7642454.1	Oppiella nova	334625	543			440	501	62	True	4	0	
A0A7R9QGM9	CAD7644183.1	Oppiella nova	334625	1314			380	1262	883	False	1	0	
A0A7R9QS44	CAD7656191.1	Oppiella nova	334625	623			59	175	117	True	3	1	
A0A7R9QTZ1	CAD7658381.1	Oppiella nova	334625	661			196	320	125	True	3	1	
A0A7R9R1I5	CAD7665398.1	Oppiella nova	334625	129			19	92	74	True	2	2	13
A0A7R9S3N9	CAD8011644.1	Argulus foliaceus	509924	535			470	519	50	False	1	0	
A0A7R9S629	CAD8014071.1	Argulus foliaceus	509924	256			13	126	114	False	1	0	
A0A7R9T6G8	CAD8225628.1	Ostreococcus sp. 'lucimarinus'	242159	814			579	695	117	False	1	0	
A0A7R9VET3	CAD8292847.1	Chlamydomonas euryale	1486919	308			71	177	107	False	1	0	
A0A7R9W8N9	CAD8316392.1	Pseudictyota dubia	2749911	142			40	142	103	False	1	0	
A0A7R9X4A4	CAD8000448.1	Argulus foliaceus	509924	1178			450	940	491	False	1	0	
A0A7R9ZMQ4	CAD8333211.1	Craspedostauros australis	1486917	215			27	77	51	False	1	0	
A0A7S0D5F6	CAD8444310.1	Amorphochlora amoebiformis	1561963	302			69	176	108	False	1	0	
A0A7S0DMS2	CAD8458064.1	Amorphochlora amoebiformis	1561963	251			17	64	48	False	1	0	
A0A7S0DY38	CAD8468860.1	Phaeocystis antarctica	33657	806			593	705	113	False	1	0	
A0A7S0ED67	CAD8481590.1	Hanusia phi	3032	350			147	194	48	False	1	0	
A0A7S0HCE2	CAD8468878.1	Phaeocystis antarctica	33657	806			593	705	113	False	1	0	
A0A7S0IGJ1	CAD8521087.1	Micromonas pusilla	38833	278			29	138	110	False	1	0	
A0A7S0IPS2	CAD8528081.1	Calcidiscus leptoporus	127549	297			73	180	108	False	1	0	
A0A7S0KKL0	CAD8584859.1	Ostreococcus mediterraneus	1486918	917			687	803	117	False	1	0	
A0A7S0PUH3	CAD8598269.1	Coccolithus braarudii	221442	887			683	789	107	False	1	0	
A0A7S0PW06	CAD8594647.1	Micromonas pusilla	38833	223			31	141	111	False	1	0	
A0A7S0UTR3	CAD8771697.1	Polytomella parva	51329	261			63	177	115	False	1	0	
A0A7S0UXQ3	CAD8771698.1	Polytomella parva	51329	259			63	177	115	False	1	0	
A0A7S0WPY7	CAD8677550.1	Pyramimonas obovata	1411642	794			680	782	103	False	1	0	
A0A7S0WR64	CAD8678449.1	Chlamydomonas leiostraca	1034604	265			26	132	107	False	1	0	
A0A7S1ATQ2	CAD8864991.1	Noctiluca scintillans	2966	213			52	105	54	False	1	0	
A0A7S1BIX6	CAD8887980.1	Corethron hystrix	216773	896			657	778	122	False	1	0	
A0A7S1BJE4	CAD8887979.1	Corethron hystrix	216773	377			138	259	122	False	1	0	
A0A7S1C8D4	CAD8911006.1	Bicosoecida sp. CB-2014	1486930	394			157	273	117	False	1	0	
A0A7S1ENQ0	CAD8814317.1	Ostreococcus mediterraneus	1486918	734			504	620	117	False	1	0	
A0A7S1GLY9	CAD8940877.1	Cyclophora tenuis	216820	346			112	229	118	False	1	0	
A0A7S1JSL7	CAD9053297.1	Vitrella brassicaformis	1169539	933			698	809	112	False	1	0	
A0A7S1L8B7	CAD9097161.1	Alexandrium catenella	2925	328			154	200	47	False	1	0	
A0A7S1LRG2	CAD9111290.1	Neobodo designis	312471	966			737	857	121	False	1	0	
A0A7S1TEW4	CAD9233946.1	Compsopogon caeruleus	31354	792			564	674	111	False	1	0	
A0A7S1V294	CAD9284002.1	Grammatophora oceanica	210454	935			697	817	121	False	1	0	
A0A7S2B5L1	CAD9387031.1	Pycnococcus provasolii	41880	426			177	293	117	False	1	0	
A0A7S2BBP1	CAD9391294.1	Florenciella parvula	236787	351			213	258	46	False	1	0	
A0A7S2C0T0	CAD9411910.1	Alexandrium andersonii	327968	270			144	190	47	False	1	0	
A0A7S2GFY6	CAD9451522.1	Haptolina brevifila	156173	894			656	771	116	False	1	0	
A0A7S2H067	CAD9476299.1	Helicotheca tamesis	374047	213			5	92	88	False	1	0	
A0A7S2KC97	CAD9570584.1	Skeletonema marinoi	267567	772			539	653	115	False	1	0	
A0A7S2UEN5	CAD9817304.1	Attheya septentrionalis	420275	965			730	846	117	False	1	0	
A0A7S2VUM9	CAD9650484.1	Norrisiella sphaerica	552664	406			199	263	65	False	1	0	
A0A7S3BYD6	CAE0148943.1	Haptolina ericina	156174	889			656	765	110	False	1	0	
A0A7S3G8S9	CAE0259024.1	Palpitomonas bilix	652834	866			652	756	105	False	1	0	
A0A7S3GBZ8	CAE0259023.1	Palpitomonas bilix	652834	830			652	756	105	False	1	0	
A0A7S3QEF8	CAE0475108.1	Chaetoceros debilis	122233	944			711	807	97	False	1	0	
A0A7S3R3B8	CAE0500539.1	Dunaliella tertiolecta	3047	880			642	748	107	False	1	0	
A0A7S3UV14	CAE0625612.1	Heterosigma akashiwo	2829	259			30	144	115	False	1	0	
A0A7S3YPC1	CAE0657729.1	Lotharella globosa	91324	242			4	44	41	False	1	0	
A0A7S3ZXJ9	CAE0696880.1	Pelagomonas calceolata	35677	111			48	105	58	False	1	0	
A0A7S4NZY8	CAE2318328.1	Paramoeba aestuarina	180227	711			490	597	108	False	1	0	
A0A7S4QGC6	CAE4582768.1	Ditylum brightwellii	49249	206			18	85	68	False	1	0	
A0A7S4QHE0	CAE4582773.1	Ditylum brightwellii	49249	427			190	306	117	False	1	0	
A0A7S4QIP3	CAE4582769.1	Ditylum brightwellii	49249	941			704	820	117	False	1	0	
A0A7S4V0F9	CAE4582764.1	Ditylum brightwellii	49249	483			246	362	117	False	1	0	
A0A7S4VGJ0	CAE4582767.1	Ditylum brightwellii	49249	751			514	630	117	False	1	0	
A0A7S6WXI0	CAL1537379.1	Lymnaea stagnalis	6523	900			694	775	82	True	21	2	64
A0A7S8CYF1	QPC58579.1	Fusarium culmorum	5516	885			646	769	124	False	1	0	
A0A7S9KNX6	QPG96285.1	Epichloe festucae (strain Fl1)	877507	883			645	768	124	False	1	0	
A0A7T1P517	QPO25054.1	Penaeus vannamei	6689	1050			170	933	764	False	1	0	
A0A7T3U8W5	QPZ55374.1	Macrobrachium nipponense	159736	1617			61	1530	1470	False	1	0	
A0A7T7BKU0	QQK43474.1	Penicillium digitatum	36651	887			653	777	125	True	2	1	
A0A7T8GPA4	QQP35146.1	Caligus rogercresseyi	217165	73			7	60	54	False	1	0	
A0A7T8GPJ9	QQP35145.1	Caligus rogercresseyi	217165	226			91	199	109	False	1	0	
A0A7T8K7F7	QQP49058.1	Caligus rogercresseyi	217165	604			541	591	51	True	5	0	
A0A7U2F9L2	QRC98943.1	Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173)	321614	303			113	171	59	True	3	1	
A0A7U2HU88	QRC90509.1	Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173)	321614	483			250	372	123	False	1	0	
A0A7U2N343	QRD94651.1	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	332952	881			647	772	126	True	2	1	
A0A803KKB5	OCA16723.1	Xenopus tropicalis	8364	731			308	426	119	True	13	3	44
A0A804JEK4	CAG1845798.1	Musa acuminata subsp. malaccensis	214687	982			739	854	116	True	16	3	27
A0A804KVG6	CAG1853323.1	Musa acuminata subsp. malaccensis	214687	984			739	854	116	True	16	3	29
A0A811JQ93	CAD5205531.1	Bursaphelenchus okinawaensis	465554	425			186	300	115	False	1	0	
A0A811K6W4	CAD5211134.1	Bursaphelenchus okinawaensis	465554	635			48	169	122	False	1	0	
A0A811K7H6	CAD5211676.1	Bursaphelenchus okinawaensis	465554	883			664	775	112	True	7	3	20
A0A811K8M7	CAD5211662.1	Bursaphelenchus okinawaensis	465554	679			79	606	528	False	1	0	
A0A811KHR3	CAD5215012.1	Bursaphelenchus okinawaensis	465554	319			128	195	68	False	1	0	
A0A811KJE7	CAD5215642.1	Bursaphelenchus okinawaensis	465554	534			370	445	76	True	6	1	
A0A811LC38	CAD5224819.1	Bursaphelenchus okinawaensis	465554	446			353	413	61	False	1	0	
A0A811PJV8	CAD6244420.1	Miscanthus lutarioriparius	422564	986			743	857	115	False	1	0	
A0A811Q105	CAD6250856.1	Miscanthus lutarioriparius	422564	961			718	832	115	False	1	0	
A0A811QXC1	CAD6261051.1	Miscanthus lutarioriparius	422564	901			640	826	187	True	14	2	128
A0A811R2I4	CAD6263879.1	Miscanthus lutarioriparius	422564	1065			727	913	187	True	17	2	128
A0A811U197	CAD6992719.1	Ceratitis capitata	7213	675			249	587	339	True	6	3	225
A0A811U533	CAD6993306.1	Ceratitis capitata	7213	1704			172	1596	1425	True	10	8	88
A0A811UHC5	CAD6998379.1	Ceratitis capitata	7213	588			285	387	103	True	6	2	94
A0A811UR68	CAD6999503.1	Ceratitis capitata	7213	611			204	539	336	False	1	0	
A0A811UWN1	CAD7003340.1	Ceratitis capitata	7213	363			198	297	100	False	1	0	
A0A811VBC0	CAD7012547.1	Ceratitis capitata	7213	1431			774	1352	579	False	1	0	
A0A811VHA3	CAD7014816.1	Ceratitis capitata	7213	643			81	643	563	False	1	0	
A0A811VII9	CAD7014814.1	Ceratitis capitata	7213	1689			111	1617	1507	False	1	0	
A0A811XX26	CAD7667396.1	Nyctereutes procyonoides	34880	882			734	810	77	True	10	3	5
A0A811Y0N5	CAD7671240.1	Nyctereutes procyonoides	34880	1661			511	1619	1109	False	1	0	
A0A811Y449	CAD7672369.1	Nyctereutes procyonoides	34880	1048			490	607	118	True	17	3	30
A0A811YTD5	CAD7680863.1	Nyctereutes procyonoides	34880	797			646	698	53	True	15	2	15
A0A811ZCV6	CAD7686502.1	Nyctereutes procyonoides	34880	1175			259	1050	792	True	24	16	60
A0A811ZFW1	CAD7687562.1	Nyctereutes procyonoides	34880	1106			500	1028	529	False	1	0	
A0A811ZMP5	CAD7690317.1	Nyctereutes procyonoides	34880	910			703	785	83	False	1	0	
A0A811ZUG8	CAD7692838.1	Nyctereutes procyonoides	34880	1315			13	1026	1014	False	1	0	
A0A812A0E1	CAD7694202.1	Nyctereutes procyonoides	34880	1018			61	135	75	True	24	3	22
A0A812B1N8	CAE1166703.1	Acanthosepion pharaonis	158019	1361			778	1264	487	False	1	0	
A0A812B4B9	CAE1169522.1	Acanthosepion pharaonis	158019	892			691	771	81	False	1	0	
A0A812B9X3	CAE1173017.1	Acanthosepion pharaonis	158019	924			448	803	356	False	1	0	
A0A812C0E3	CAE1254368.1	Acanthosepion pharaonis	158019	555			401	516	116	False	1	0	
A0A812C334	CAE1251250.1	Acanthosepion pharaonis	158019	316			76	139	64	False	1	0	
A0A812C4A1	CAE1249880.1	Acanthosepion pharaonis	158019	1184			558	643	86	True	13	2	34
A0A812CR11	CAE1276648.1	Acanthosepion pharaonis	158019	280			176	251	76	False	1	0	
A0A812DDM9	CAE1297636.1	Acanthosepion pharaonis	158019	1333			414	485	72	False	1	0	
A0A812DEJ7	CAE1295427.1	Acanthosepion pharaonis	158019	877			345	441	97	False	1	0	
A0A812ENM0	CAE1326357.1	Acanthosepion pharaonis	158019	1311			592	1235	644	True	25	14	13
A0A812I142	CAE6968809.1	Symbiodinium natans	878477	333	smndc1		97	205	109	True	20	6	14
A0A813EW68	CAE8605805.1	Polarella glacialis	89957	306			98	206	109	True	23	10	5
A0A813L1Q7	CAE8714559.1	Polarella glacialis	89957	386			256	305	50	True	23	5	10
A0A813LE59	CAE8725442.1	Polarella glacialis	89957	1677			237	286	50	False	1	0	
A0A813LNS5	CAE8620448.1	Polarella glacialis	89957	170			5	42	38	True	13	3	11
A0A813M2R8	CAE8742032.1	Polarella glacialis	89957	219			45	91	47	True	19	5	4
A0A813M774	CAF0719463.1	Adineta steineri	433720	1115			397	514	118	False	1	0	
A0A813MCE2	CAF0714600.1	Brachionus calyciflorus	104777	1040			190	744	555	True	13	10	25
A0A813MD10	CAF0718225.1	Brachionus calyciflorus	104777	2647			451	2277	1827	True	2	2	1032
A0A813MEL7	CAF0720171.1	Adineta ricciae	249248	410			229	304	76	True	10	3	5
A0A813MGJ5	CAF0724193.1	Adineta steineri	433720	334			95	228	134	True	5	2	32
A0A813MJ90	CAF0725563.1	Adineta steineri	433720	541			323	437	115	False	1	0	
A0A813MQN2	CAF0720767.1	Brachionus calyciflorus	104777	2110			937	2035	1099	True	15	6	154
A0A813NH34	CAF0735562.1	Rotaria sordida	392033	429			243	318	76	True	8	3	5
A0A813NHB0	CAF0739596.1	Didymodactylos carnosus	1234261	836			271	587	317	True	13	6	21
A0A813NNJ2	CAF0742514.1	Adineta steineri	433720	234			97	228	132	False	1	0	
A0A813NQ05	CAF0742895.1	Rotaria sordida	392033	365			152	258	107	True	4	2	94
A0A813NS87	CAF0744172.1	Rotaria sordida	392033	365			152	258	107	True	4	2	94
A0A813NY90	CAF0742499.1	Adineta steineri	433720	345			127	241	115	False	1	0	
A0A813P041	CAF0743085.1	Adineta ricciae	249248	267			138	228	91	True	4	2	50
A0A813P0S5	CAF0745682.1	Adineta ricciae	249248	466			280	355	76	True	9	3	13
A0A813P1H8	CAF0747660.1	Rotaria sordida	392033	560			97	219	123	True	11	2	30
A0A813P372	CAF0744371.1	Adineta steineri	433720	475			92	208	117	True	6	2	29
A0A813PAI0	CAF0752281.1	Didymodactylos carnosus	1234261	1765			358	1622	1265	True	16	14	99
A0A813PB39	CAF0752252.1	Brachionus calyciflorus	104777	282			79	177	99	True	6	2	23
A0A813PJH0	CAF0753797.1	Adineta ricciae	249248	655			371	480	110	True	11	2	68
A0A813PJQ9	CAF0752216.1	Adineta steineri	433720	431			225	341	117	False	1	0	
A0A813PKX8	CAF0752297.1	Didymodactylos carnosus	1234261	517			50	415	366	True	11	7	49
A0A813PM67	CAF0755459.1	Adineta ricciae	249248	963			734	847	114	True	5	2	98
A0A813PV25	CAF0758114.1	Rotaria sordida	392033	560			97	219	123	True	11	2	30
A0A813Q8B9	CAF0763422.1	Adineta steineri	433720	1240			397	514	118	False	1	0	
A0A813QEC2	CAF0766484.1	Rotaria sordida	392033	436			134	242	109	True	7	2	104
A0A813QKG7	CAF0769025.1	Brachionus calyciflorus	104777	1884			3	1319	1317	True	13	6	132
A0A813QTN6	CAF0773317.1	Adineta steineri	433720	1777			414	1328	915	False	1	0	
A0A813QTW4	CAF0772891.1	Adineta steineri	433720	1038			184	510	327	False	1	0	
A0A813R571	CAF0776039.1	Brachionus calyciflorus	104777	744			14	146	133	True	15	3	72
A0A813R829	CAF0777433.1	Adineta steineri	433720	511			296	408	113	True	8	3	29
A0A813R9F5	CAF0777764.1	Rotaria sordida	392033	247			58	160	103	True	3	2	94
A0A813RG06	CAF0779788.1	Adineta steineri	433720	881			36	817	782	True	7	5	24
A0A813RH46	CAF0783894.1	Rotaria sordida	392033	964			402	517	116	True	13	2	32
A0A813RKX6	CAF0783875.1	Rotaria sordida	392033	965			402	517	116	True	13	2	32
A0A813RQ84	CAF0783571.1	Adineta steineri	433720	442			142	250	109	True	6	2	104
A0A813RWJ0	CAF0786953.1	Didymodactylos carnosus	1234261	1448			407	1173	767	True	20	13	27
A0A813RWT7	CAF0788165.1	Adineta steineri	433720	478			92	208	117	True	7	2	29
A0A813RXK3	CAF0791607.1	Adineta steineri	433720	1008			414	545	132	False	1	0	
A0A813S4N1	CAF0790819.1	Adineta steineri	433720	302			39	141	103	True	2	1	
A0A813SEJ1	CAF0795568.1	Didymodactylos carnosus	1234261	1091			905	998	94	True	15	1	
A0A813SMF0	CAF0797794.1	Adineta steineri	433720	93			3	64	62	True	2	1	
A0A813SR04	CAF0800526.1	Rotaria sordida	392033	958			748	829	82	False	1	0	
A0A813SS83	CAF0800517.1	Adineta ricciae	249248	414			203	303	101	True	10	4	49
A0A813SW27	CAF0741429.1	Rotaria sordida	392033	429			243	318	76	True	8	3	5
A0A813SWS2	CAF0803665.1	Adineta steineri	433720	329			155	267	113	True	6	4	44
A0A813T309	CAF0802736.1	Brachionus calyciflorus	104777	963			492	611	120	True	3	2	21
A0A813T434	CAF0808619.1	Adineta steineri	433720	337			177	258	82	True	7	2	69
A0A813T4J6	CAF0803923.1	Rotaria sordida	392033	749			276	593	318	True	7	5	12
A0A813T5Z4	CAF0809368.1	Adineta steineri	433720	499			281	395	115	True	9	2	27
A0A813T699	CAF0808101.1	Adineta ricciae	249248	386			205	280	76	True	8	3	5
A0A813T798	CAF0807362.1	Rotaria sordida	392033	462			160	268	109	True	7	2	104
A0A813T7M5	CAF0807529.1	Adineta steineri	433720	324			150	262	113	True	6	4	44
A0A813TBC4	CAF0808343.1	Rotaria sordida	392033	828			402	517	116	True	11	2	32
A0A813TDE4	CAF0812975.1	Brachionus calyciflorus	104777	682			509	596	88	True	3	2	67
A0A813TDR8	CAF0808324.1	Rotaria sordida	392033	1001			408	539	132	True	12	2	33
A0A813THC8	CAF0809386.1	Adineta steineri	433720	514			299	411	113	True	8	3	29
A0A813TI66	CAF0808600.1	Adineta steineri	433720	691			138	246	109	True	11	2	104
A0A813TLA4	CAF0811004.1	Didymodactylos carnosus	1234261	1076			909	984	76	True	10	1	
A0A813TM25	CAF0795697.1	Rotaria sordida	392033	958			748	829	82	False	1	0	
A0A813TPS8	CAF0812188.1	Adineta steineri	433720	499			281	395	115	False	1	0	
A0A813TYZ0	CAF0809402.1	Adineta steineri	433720	317			95	211	117	True	6	3	32
A0A813U5G4	CAF0822965.1	Adineta ricciae	249248	980			516	638	123	True	21	5	15
A0A813UAH4	CAF0820728.1	Rotaria sordida	392033	754			281	598	318	True	8	5	12
A0A813UP34	CAF0831869.1	Adineta steineri	433720	2005			15	1828	1814	True	26	25	13
A0A813UVQ4	CAF0833000.1	Adineta steineri	433720	442			177	258	82	True	6	2	69
A0A813V5W8	CAF0835612.1	Rotaria sordida	392033	450			148	256	109	True	7	2	104
A0A813VE34	CAF0836375.1	Adineta steineri	433720	2199			15	1948	1934	True	26	25	13
A0A813VKU5	CAF0839026.1	Rotaria sordida	392033	462			160	268	109	True	7	2	104
A0A813VTB1	CAF0843259.1	Didymodactylos carnosus	1234261	778			66	570	505	True	12	8	18
A0A813VWQ6	CAF0843242.1	Didymodactylos carnosus	1234261	366			82	199	118	True	7	3	29
A0A813VZP8	CAF0848738.1	Rotaria sordida	392033	1947			15	1794	1780	False	1	0	
A0A813W535	CAF0852517.1	Brachionus calyciflorus	104777	461			4	46	43	False	1	0	
A0A813WA92	CAF0852158.1	Adineta steineri	433720	326			152	264	113	True	6	4	44
A0A813WE17	CAF0853675.1	Adineta ricciae	249248	922			373	488	116	False	1	0	
A0A813WGE1	CAF0851885.1	Rotaria sordida	392033	386			173	279	107	True	4	2	94
A0A813WJM0	CAF0852178.1	Adineta steineri	433720	356			218	294	77	True	6	4	8
A0A813WLF7	CAF0857163.1	Brachionus calyciflorus	104777	1627			58	1560	1503	False	1	0	
A0A813WS03	CAF0859533.1	Rotaria sordida	392033	958			748	829	82	True	6	1	
A0A813XS27	CAF0880305.1	Adineta ricciae	249248	325			87	208	122	True	8	3	32
A0A813XVU1	CAF0879194.1	Rotaria sordida	392033	831			402	517	116	True	11	2	32
A0A813Y2H5	CAF0880249.1	Adineta ricciae	249248	480			264	378	115	True	9	3	29
A0A813Y9U4	CAF0881156.1	Rotaria sordida	392033	964			402	517	116	True	13	2	32
A0A813YHD8	CAF0884313.1	Adineta ricciae	249248	433			142	250	109	True	6	2	104
A0A813YJF8	CAF0884897.1	Adineta ricciae	249248	433			142	250	109	True	6	3	11
A0A813Z065	CAF0892557.1	Didymodactylos carnosus	1234261	2113			725	1031	307	True	14	3	89
A0A813Z6N5	CAF0895478.1	Rotaria sordida	392033	749			276	593	318	True	7	5	12
A0A813ZHU7	CAF0899639.1	Rotaria sordida	392033	462			160	268	109	True	7	2	104
A0A813ZNP5	CAF0902979.1	Rotaria sordida	392033	1001			408	539	132	True	12	2	33
A0A813ZNZ3	CAF0901074.1	Rotaria sordida	392033	411			233	308	76	False	1	0	
A0A813ZQT6	CAF0903049.1	Adineta steineri	433720	1307			21	1052	1032	True	20	17	90
A0A813ZRB4	CAF0902106.1	Rotaria sordida	392033	473			199	317	119	True	12	3	26
A0A813ZTD5	CAF0902997.1	Rotaria sordida	392033	1497			402	517	116	True	26	2	32
A0A813ZUU0	CAF0904355.1	Rotaria sordida	392033	766			340	455	116	True	12	2	32
A0A814ACF9	CAF0912260.1	Rotaria sordida	392033	502			112	228	117	True	7	2	29
A0A814ALI9	CAF0913649.1	Brachionus calyciflorus	104777	357			173	292	120	True	5	4	50
A0A814AWR1	CAF0921187.1	Adineta steineri	433720	319			83	204	122	False	1	0	
A0A814B290	CAF0920765.1	Brachionus calyciflorus	104777	412			25	349	325	True	3	2	34
A0A814B5R9	CAF0782194.1	Adineta steineri	433720	1949			15	1772	1758	True	25	24	13
A0A814BCG1	CAF0925999.1	Rotaria sordida	392033	411			233	308	76	True	9	3	1
A0A814BU18	CAF0931161.1	Adineta ricciae	249248	271			138	227	90	True	5	2	44
A0A814C756	CAF0936335.1	Adineta steineri	433720	906			15	616	602	True	16	12	13
A0A814C7F3	CAF0936315.1	Adineta steineri	433720	1926			15	1770	1756	True	25	24	13
A0A814C7J9	CAF0939402.1	Adineta ricciae	249248	867			667	779	113	False	1	0	
A0A814C9X7	CAF0937993.1	Brachionus calyciflorus	104777	1885			15	1755	1741	True	2	1	
A0A814CC91	CAF0938274.1	Didymodactylos carnosus	1234261	576			127	240	114	True	8	2	57
A0A814CMT0	CAF0944329.1	Rotaria sordida	392033	1690			35	1528	1494	False	1	0	
A0A814CR63	CAF0945737.1	Brachionus calyciflorus	104777	317			151	249	99	True	5	3	7
A0A814CRU9	CAF0943869.1	Adineta ricciae	249248	730			312	447	136	False	1	0	
A0A814DB13	CAF0952888.1	Adineta ricciae	249248	190			3	70	68	True	4	2	51
A0A814DBF0	CAF0954820.1	Adineta ricciae	249248	386			205	280	76	True	8	2	32
A0A814DID0	CAF0954815.1	Adineta steineri	433720	412			231	306	76	False	1	0	
A0A814DJR9	CAF0956457.1	Adineta steineri	433720	697			270	405	136	True	8	1	
A0A814DP97	CAF0956753.1	Brachionus calyciflorus	104777	1176			64	1080	1017	True	2	1	
A0A814DS02	CAF0959484.1	Rotaria magnacalcarata	392030	717			195	518	324	True	15	7	47
A0A814DSS1	CAF0961218.1	Rotaria sordida	392033	727			199	528	330	True	15	7	43
A0A814E8N8	CAF0964120.1	Didymodactylos carnosus	1234261	427			216	326	111	False	1	0	
A0A814EF12	CAF0967092.1	Adineta steineri	433720	730			186	530	345	True	14	6	49
A0A814EHI0	CAF0972360.1	Adineta steineri	433720	319			83	204	122	False	1	0	
A0A814EIC1	CAF0968080.1	Rotaria magnacalcarata	392030	679			202	491	290	True	15	7	48
A0A814ETG8	CAF0972376.1	Adineta steineri	433720	644			311	435	125	False	1	0	
A0A814EUH3	CAF0972218.1	Rotaria sordida	392033	1001			408	539	132	True	12	2	33
A0A814EVV8	CAF0974519.1	Brachionus calyciflorus	104777	1051			916	1031	116	True	6	1	
A0A814EWT6	CAF0974890.1	Didymodactylos carnosus	1234261	575			117	240	124	True	9	2	13
A0A814F7K8	CAF0903682.1	Didymodactylos carnosus	1234261	631			391	500	110	True	9	3	22
A0A814F7T0	CAF0976218.1	Rotaria magnacalcarata	392030	403			232	307	76	True	9	3	5
A0A814RB43	CAF0848720.1	Rotaria sordida	392033	1917			15	1764	1750	False	1	0	
A0A814RK70	CAF1133322.1	Adineta steineri	433720	1626			1060	1234	175	True	24	2	107
A0A814RMI3	CAF1135656.1	Adineta steineri	433720	536			283	398	116	True	6	2	113
A0A814RNC9	CAF1134919.1	Rotaria sordida	392033	754			281	598	318	True	8	5	12
A0A814RND6	CAF1134439.1	Brachionus calyciflorus	104777	485			103	390	288	False	1	0	
A0A814RVD5	CAF1139450.1	Rotaria sordida	392033	546			90	419	330	True	10	8	48
A0A814RZ50	CAF1139905.1	Adineta steineri	433720	555			93	215	123	True	11	2	30
A0A814S579	CAF1141527.1	Brachionus calyciflorus	104777	58			1	41	41	False	1	0	
A0A814S931	CAF1144863.1	Adineta steineri	433720	741			295	434	140	True	9	1	
A0A814SL24	CAF1148922.1	Rotaria sordida	392033	1944			15	1792	1778	True	25	22	71
A0A814SL79	CAF1148939.1	Rotaria sordida	392033	1945			15	1793	1779	True	25	22	71
A0A814TAG4	CAF1159145.1	Rotaria sordida	392033	427			222	354	133	True	8	5	26
A0A814TER7	CAF1159126.1	Rotaria sordida	392033	535			355	471	117	True	8	3	33
A0A814TGA3	CAF1029356.1	Rotaria sordida	392033	438			183	284	102	True	4	2	36
A0A814TX51	CAF1167006.1	Rotaria sordida	392033	294			223	288	66	True	5	1	
A0A814TYB7	CAF1167599.1	Didymodactylos carnosus	1234261	1339			21	1287	1267	True	24	24	9
A0A814U0E6	CAF1169702.1	Rotaria sordida	392033	441			198	260	63	True	7	1	
